OBJECTID	LandslideCount2018	LandslideCount2020	Landslide2018	Landslide2020	TARGET_FID	Area_SU	CoordX	CoordY	ExpandedSL2020	ExpandedSL2018	ElevationR	ElevationM	ElevationSTD	SlopeR	SlopeM	SlopeSTD	SoildepthR	SoildepthM	SoilDepthSTD	AspectR	AspectM	AspectSTD	PlanCurvR	PlanCurvM	PlanCurvSTD	ProfCurvR	ProfCurvM	ProfCurvSTD	RelRelfR	RelRelfM	RelRelfSTD	TWIR	TWIM	TWISTD	SoilType	DistRR	DistRM	DistSTD	Rain201317MAX	Rain201317R	Rain201317M	Rain201317STD	Rain201321MAX	Rain201321R	Rain201321M	Rain201321STD	SPIR	SPIM	SPISTD	LULC20172021	LULC20172018	NDVI20172021	NDVI20172018
1	0	0	0	0	0	2569.429932	92.153801	21.2203999			18.95479059	8.490819885	4.540870531	30.52927	10.59853511	5.665044971	2.198755503	3.241744708	0.52674099	359.9984131	93.11407847	131.4646748	0.858142018	0.002659673	0.051813901	1.256646514	-0.002002759	0.077557547	1.922909737	13.49965621	0.405264146	13.91524833	3.86044315	1.517463311	3	89.16086578	80.03519784	19.13942211	609.6376953	40.17327881	586.6308952	10.65062346	625.6977539	40.17333984	602.6908931	10.65062348	19.60017109	-0.522605921	3.427726643	10	10	8	4
2	0	0	0	0	1	2299.77002	92.1536026	21.2201004			18.74159479	14.40665541	5.776854474	32.95203353	11.45481538	5.693093732	2.17402482	2.555507787	0.670115115	359.9840175	189.9472886	148.8946022	0.892345637	-0.000704198	0.065745923	0.992590338	0.00028705	0.07473144	1.788338661	14.49866459	0.301232838	13.05641797	3.63615842	1.589259496	3	61.98980713	41.59460073	14.30810181	610.9247437	33.04309082	598.4660987	9.832596159	626.9847412	33.04309082	614.526096	9.832595927	19.82707453	-0.595511532	3.462455135	10	10	4	4
3	0	0	0	0	2	3000.01001	92.1539001	21.2199001			19.22287035	16.31899787	5.420821456	36.94638521	11.26906996	5.512851248	2.229852915	2.333676061	0.628815279	359.8418647	60.80031281	61.13980215	1.087958872	-0.000860804	0.060969722	1.224683404	0.002176867	0.072209003	1.890724182	13.65525393	0.391248567	12.72196321	3.62372033	1.441991533	3	106.6068754	60.34196469	25.34955439	611.1774902	34.14831543	601.6581088	8.463803601	627.2374878	34.14831543	617.7181067	8.463803782	19.71228981	-0.389288993	3.13931255	10	10	4	4
4	0	0	0	0	3	1870.51001	92.1541977	21.2199001			19.13421106	13.74623359	4.894628756	34.36593518	11.10860417	5.582608998	2.219568491	2.632116715	0.567776934	359.9914063	227.0692715	145.3726713	1.04750523	-0.003202835	0.053870034	1.221464217	0.002433784	0.068763682	2.166965485	13.38746621	0.520469383	13.23706934	3.797718406	1.408928851	3	103.7084446	82.30741799	22.92902952	610.9701538	34.60479736	597.8391864	9.039110121	627.0301514	34.60479736	613.8991841	9.039110022	19.93379641	-0.261542672	3.065192895	10	10	8	7
5	0	0	0	0	4	3682.050049	92.1535034	21.2189999			15.57308865	18.11625425	4.125871626	36.65788734	10.31997461	6.140593385	1.806478262	2.125194323	0.478601095	359.246495	189.3711233	51.23029653	1.357191563	-0.002846516	0.064154288	1.633172154	0.001830813	0.080171314	2.686347008	14.71357673	0.500521086	12.06048971	3.683523741	1.365160717	3	71.38540649	35.04939436	21.71466385	611.0775146	22.28100586	604.6719841	5.551026177	627.1375122	22.28100586	620.7319815	5.551026255	19.55478859	-0.627233502	3.145460555	10	10	8	7
6	0	0	0	0	5	64924.19922	92.1529007	21.2208004			21.05865335	12.56440679	5.446157775	40.74589756	13.51307156	6.563441309	2.44280386	2.769208625	0.631754303	359.9950601	172.2355094	103.9124849	1.721481621	0.00230831	0.073028135	2.16522336	0.000216268	0.08727514	9.813131332	15.39046026	1.589076381	16.30714029	3.586817077	1.524207186	3	166.5683441	53.88229639	38.75118332	611.1572266	44.6786499	595.2915842	10.50440613	627.2172241	44.6786499	611.3515818	10.50440614	21.18904638	-0.125885097	3.266669102	10	10	8	7
7	0	0	0	0	6	2430.659912	92.1544037	21.2189999			15.49483395	19.48830011	3.905908778	34.78494017	10.46548686	6.628525379	1.797400713	1.966037008	0.453085405	359.9457612	108.3763999	48.15895734	1.199192524	-0.0014368	0.096927525	1.279442132	0.001963523	0.109849883	1.371151924	14.99854342	0.3287271	12.04189664	3.298001841	1.522095363	3	77.4362793	26.88750825	19.93311238	610.852417	22.50836182	606.3238776	5.098287232	626.9124146	22.50836182	622.3838751	5.098287224	20.39319324	-1.498428675	3.703547981	10	8	4	4
8	0	0	0	0	7	4515.950195	92.151001	21.2189007			16.54806185	15.31656653	4.500781176	36.2564694	12.59931515	6.264257936	1.919575214	2.44995809	0.522090603	359.9907264	102.0539249	112.7795727	1.300429612	-0.001459658	0.067793065	1.864221394	0.001277314	0.083504312	1.773948669	17.13168364	0.359995238	14.30806307	3.528473478	1.449854115	2	54.22071075	24.1809708	14.13788338	611.2419434	24.55487061	600.8559928	6.416450843	627.3019409	24.55487061	616.9159904	6.416450802	19.71144199	-0.477681863	3.455131606	10	9	7	7
9	0	0	0	0	8	2393.469971	92.1545029	21.2187996			14.69625187	18.07703074	3.813672538	38.53912856	11.67597703	6.084625175	1.70476532	2.12974425	0.442386003	359.9298974	92.68039671	99.60707756	1.003077924	-0.005283934	0.081803952	1.117925406	0.00432985	0.097302442	2.444327354	15.67228677	0.460602597	14.55752344	3.457053145	1.546722404	3	78.84089661	27.49006701	17.23507563	610.1151733	21.80822754	604.7058904	5.237721844	626.1751709	21.80822754	620.765888	5.237722081	20.47305489	-0.903129726	3.732005142	10	8	4	4
10	0	0	0	0	9	4590.850098	92.1537018	21.2187996			15.39264202	17.96500634	4.294158346	35.16010027	9.067161571	5.088261081	1.785546303	2.142739079	0.498122354	359.89355	253.413015	52.04001158	1.065024585	-0.002723608	0.062709947	1.300950289	0.003364197	0.069931025	3.177541733	14.92568389	0.727124282	12.20794788	3.974907699	1.414946443	3	71.79965973	38.49446183	22.31792637	610.9169312	22.1229248	604.4297356	5.814308198	626.9769287	22.1229248	620.489733	5.81430826	19.13896704	-0.533681245	3.163298032	10	10	8	7
11	0	0	0	0	10	37195.39844	92.1508026	21.2196999			21.65303278	13.21253598	5.874875153	45.98360753	14.03560699	7.156006676	2.51175189	2.69402564	0.681485515	359.9922485	184.2014224	114.5161267	6.058656454	0.002437441	0.099401081	6.339562893	-0.000590992	0.131624917	10.59819889	16.76732048	1.669856564	14.92470449	3.393656025	1.586831478	2	112.3969879	37.1096048	24.87758948	611.8740234	43.72589111	596.2859918	10.57906784	627.934021	43.72589111	612.3459894	10.57906781	20.92879009	-0.385778025	3.451947888	10	10	8	7
12	0	0	0	0	11	2351.110107	92.1499023	21.2182999			19.04621887	13.79962521	5.120620093	32.77402261	12.1954713	5.84150252	2.209361553	2.625923286	0.593991928	355.9396908	228.2648856	43.07991016	1.107539177	0.00146485	0.073980105	1.102505654	-0.002330586	0.084902598	6.27617836	14.38599245	1.080414005	14.31445505	3.301408138	1.51993195	2	27.88151741	12.38982401	7.460266475	610.930481	34.36669922	597.87542	9.046711985	626.9904785	34.36669922	613.9354176	9.046711899	20.81077766	-0.653699571	3.348039576	10	9	7	7
13	0	0	0	0	12	2432.979981	92.1518021	21.2185001			16.34292316	16.60977357	3.684950615	38.68566653	12.30440667	6.454283347	1.895779133	2.299946077	0.427454259	359.8767409	276.9229296	62.10643947	0.70396769	-0.000729804	0.054329018	1.191583067	-1.58976E-05	0.07513967	1.884361267	17.70333412	0.337289861	14.76911014	3.706726398	1.578155764	2	68.47454834	40.8194964	16.64893911	611.8635864	22.71716309	602.9597461	4.907509746	627.923584	22.71716309	619.0197434	4.90750943	21.10741234	-0.038250132	2.912431305	8	9	7	7
14	0	0	0	0	13	2505.719971	92.1499023	21.2180996			18.88955879	13.76026165	5.42895377	31.97216584	10.76997382	6.784557359	2.191188812	2.630489463	0.629758635	359.9691388	255.6608317	95.67539542	1.35581857	-0.00070707	0.108132657	1.387180686	0.00043141	0.117036586	6.864413261	14.07688121	1.691757757	13.9980455	3.573750704	1.931150464	2	30.81000137	9.361748677	5.504234316	610.7974854	34.20031738	597.5875736	9.574136416	626.8574829	34.20031738	613.6475712	9.574136625	20.38995028	-1.317300224	3.625697175	10	9	7	7
15	0	0	0	0	14	5523.290039	92.1514969	21.2182999			18.61376667	19.1098441	5.100485968	45.73587251	12.64409196	7.016424127	2.159196854	2.009937904	0.591656355	359.9966523	116.3761823	128.3052471	1.158258736	-0.003256497	0.078771042	2.71461612	0.002853777	0.095226277	4.118668556	17.3756897	0.748516115	12.66025904	3.538788621	1.54270898	2	60.68866348	22.20306575	15.6585649	613.708252	24.56378174	605.570298	6.363434451	629.7682495	24.56378174	621.6302955	6.363434463	21.76818943	-0.516772407	3.538186916	8	8	7	7
16	0	0	0	0	15	2163.340088	92.1548004	21.2180004			13.83458042	16.24145426	4.272245264	35.1459481	8.797164759	5.380380533	1.60481143	2.342671115	0.495580436	359.1668696	176.1099489	45.03135868	0.808130682	-0.002111634	0.049570882	1.072113633	0.002547951	0.060103625	4.663156509	14.41642236	1.307651434	13.78106412	4.073625661	1.533331051	3	30.16517639	10.28724674	8.285525606	609.4179688	20.80358887	602.2207014	6.043622401	625.4779053	20.80352783	618.2806993	6.043622536	20.04363012	-0.486709348	3.014808731	10	10	8	7
17	0	0	0	0	16	6630.240234	92.1498032	21.2178001			14.8732605	9.270320658	3.118303579	31.91077438	11.27326924	6.103684348	1.725298166	3.151322615	0.361723225	359.9420364	207.7928134	64.13920383	1.404865861	0.005410098	0.077092174	1.575787187	-0.001909271	0.084773814	9.87728405	13.37163212	2.220554547	15.33187301	3.580178705	1.570930117	2	78.00865173	37.63889867	16.39756649	606.5664063	31.24633789	590.1565848	6.757428475	622.6264038	31.24633789	606.2165822	6.757428335	19.38648176	-0.614453275	3.308906651	10	10	8	7
18	0	0	0	0	17	2196.040039	92.1504974	21.2180996			17.00017166	15.61445074	6.043109467	39.28496362	12.16332503	9.045146395	1.972019911	2.415403533	0.701000694	359.1323921	150.854312	45.85361105	1.569401979	-0.000811426	0.081233363	1.148902506	0.00082676	0.089013257	3.464411736	16.87987131	0.778539628	15.74946684	3.55393782	1.626959305	2	79.29412079	28.00898548	22.26439279	610.7207642	27.19049072	600.3259096	9.311215076	626.7807617	27.19049072	616.3859073	9.311215264	20.43534136	-1.08093668	3.798867125	8	10	7	7
19	0	0	0	0	18	2847.729981	92.1549988	21.2178993			14.3121767	16.16911781	4.282869487	35.80827513	9.798548295	5.468730783	1.660212517	2.351062143	0.496812847	359.8886688	221.6491193	60.84453218	1.212957859	-0.002162412	0.066329627	1.309652686	0.002294149	0.082359882	3.360991478	13.83964635	0.890189425	12.12863325	3.720365004	1.322769005	3	36.53491592	12.24055176	7.889227238	609.8682251	21.25543213	602.130341	6.004188593	625.9282227	21.25543213	618.1903385	6.004188518	19.70072746	-0.80079566	3.308752898	10	10	8	7
20	0	0	0	0	19	2701.870117	92.155899	21.2178001			10.44506359	17.67062428	2.415386359	35.14475667	8.849204001	7.25520692	1.211627245	2.176887397	0.280184809	357.7499684	151.6005744	43.56483113	1.221263945	0.000143465	0.052952076	1.530546188	3.82384E-05	0.065161675	1.90991497	12.86926211	0.290524615	12.60724598	3.940057997	1.419852998	3	37.02058411	13.80898625	8.35889889	608.8377075	14.05535889	604.5841589	3.193016159	624.8977051	14.05535889	620.6441564	3.193016334	19.47866583	-0.71789335	2.844279031	10	10	8	8
21	0	0	0	0	20	4532.240234	92.1561966	21.2175007			10.60919476	17.96830267	2.701244646	29.62827386	7.793315559	5.073206815	1.230666637	2.142356705	0.31334437	359.9433906	252.3140271	87.64269672	1.428886652	-0.000621397	0.052582803	1.295361757	0.000626103	0.064618293	2.30879879	11.71085671	0.606927857	14.71865182	4.238401271	1.517477484	3	67.18270874	32.56177002	17.52417755	609.8118896	13.45709229	604.9010218	3.383382029	625.8718872	13.45709229	620.9610194	3.383382241	19.43806791	-0.690072574	3.073292581	10	10	8	8
22	0	0	0	0	21	3700.939941	92.1499023	21.2171001			12.94324875	9.151124875	3.083343902	38.64128793	11.0823805	6.862063799	1.501416922	3.165149327	0.357667904	359.9597719	274.6446445	77.89877812	1.783514619	0.0061533	0.065756803	1.610711575	-0.005154001	0.073605	3.606613159	15.41703174	0.86108452	16.97261369	3.731425341	1.649838038	2	63.83521652	77.81963586	13.35639759	605.6043091	25.65655518	589.9066879	6.621116686	621.6643066	25.65655518	605.9666854	6.621116843	19.28290844	-0.523722878	3.412158475	10	10	8	4
23	0	0	0	0	22	16793	92.1509018	21.2175007			21.93440056	19.68418361	5.914092309	47.90359036	12.70874032	7.855485998	2.54439044	1.943314525	0.686034694	359.9892432	258.7734821	82.19635589	4.231682539	-0.000739624	0.109020535	4.322941065	0.000978614	0.167213228	8.249215126	17.05498244	1.68637971	15.76041007	3.693198251	1.633610014	2	84.79170227	30.63036658	22.61750042	614.6276855	31.5824585	605.8314648	7.789241978	630.6876831	31.5824585	621.8914625	7.789242016	21.25528622	-0.429340433	3.54000176	8	10	7	7
24	0	0	0	0	23	1099.150024	92.1501007	21.2168007			16.95381165	13.56246563	5.767294861	31.63117317	7.792455722	5.395676738	1.966642141	2.653433804	0.669006206	345.4244938	251.9904232	47.95718284	0.795434803	-0.00148261	0.058972136	0.782975584	-0.000380324	0.066354325	3.077383041	17.11803459	0.849512038	13.94783142	3.918862715	1.469359061	2	77.36516571	44.10557514	21.94016211	610.2870483	28.22180176	597.1711945	9.548392125	626.3470459	28.22180176	613.231192	9.548391815	18.61824608	-1.352018841	3.832566371	10	10	8	8
25	0	0	0	0	24	1624.790039	92.1520996	21.2168999			15.59679317	19.99015509	4.325572252	31.66227227	14.33787872	5.51190491	1.809227943	1.907821831	0.501766366	204.3225861	185.9230924	21.1345725	0.523980841	-0.003145591	0.039762076	0.795233786	0.001622381	0.055774748	3.850515366	18.7309242	1.011358649	11.54715393	3.715984655	1.344328863	2	32.31010056	69.29367534	7.311551658	613.2543945	18.74414063	606.8473233	4.969567452	629.3143921	18.74414063	622.9073212	4.96956714	19.15697002	0.639507284	2.561908641	8	8	7	7
26	0	0	0	0	25	25085.09961	92.1526031	21.2178001			20.07153559	15.72557704	5.089333784	40.18216437	14.93307987	7.357015163	2.328298092	2.402512874	0.590362708	359.9946623	109.4812884	85.55420833	1.350678384	0.002603075	0.082434901	1.715706468	-0.000722321	0.104476141	7.730195045	17.16402453	1.491188902	15.15832773	3.294837725	1.549810549	3	107.392128	34.6592526	25.45594775	612.8618774	31.24304199	601.149731	7.338906931	628.921875	31.24304199	617.2097286	7.338906808	20.90383434	-0.401331807	3.500825499	8	8	7	7
27	0	0	0	0	26	3097.530029	92.1518021	21.2168007			17.70181179	21.35311904	4.678894076	33.72055357	13.49689744	5.645126635	2.053410053	1.749718018	0.542751698	359.6639277	109.7125719	47.26423591	1.276403427	-0.003829049	0.076737407	1.438909411	0.002977905	0.089259461	3.682001114	18.8753031	0.7782141	17.09512882	3.629479744	1.523981335	2	68.01974773	40.35942	14.73470874	614.6229248	20.75524902	608.1963575	5.179846148	630.6829224	20.75524902	624.256355	5.179846109	20.72133064	-0.096762	3.543805002	8	8	7	7
28	0	0	0	0	27	3849.790039	92.1501007	21.2166004			17.24016762	15.89850275	5.039254963	36.32255209	13.91312766	7.398461248	1.999859571	2.382453495	0.584553568	359.9863394	282.1606644	74.14386623	1.097783387	-0.001627955	0.064336224	1.539779007	0.001231747	0.078519042	3.166749954	17.31197891	0.600826758	15.49538925	3.795745415	1.577720423	2	76.41256714	27.18578016	17.43810451	610.546936	28.48431396	601.3287623	7.634578156	626.6069336	28.48431396	617.3887601	7.634578213	20.47903919	0.135155575	3.225381002	10	10	8	7
29	0	0	0	0	28	4427.419922	92.1554031	21.2164993			13.668643	15.70165964	3.602265753	31.9343309	13.83283401	5.721687141	1.585562468	2.405287291	0.417862816	359.9713851	175.3500117	136.829211	1.536734939	0.00517998	0.066381738	1.568701088	-0.001557389	0.079654929	1.08420372	13.56881152	0.194958481	13.52294813	3.459756151	1.338268499	3	56.7082901	107.2758156	12.25167668	610.4234619	18.83050537	601.7593025	4.935095498	626.4834595	18.83050537	617.8192999	4.935095429	18.27519226	-9.47719E-05	2.849993154	10	10	5	4
30	0	0	0	0	29	747.6760254	92.1557007	21.2161999			11.56258678	15.68791757	3.406515922	25.56609625	12.76321665	5.387713401	1.341259956	2.40688137	0.395155836	359.0388929	103.4569899	64.63771874	0.711391836	0.000406303	0.051361151	0.803996891	-0.00270218	0.066209121	0.775122643	13.08362034	0.163004938	13.41281845	3.776302682	1.473822218	3	37.61440277	111.7084025	10.58572203	610.4212036	14.59429932	601.8294287	4.46633693	626.4812012	14.59429932	617.8894257	4.466336577	17.72980595	0.188559549	2.792786676	10	8	4	4
31	0	0	0	0	30	1636.430054	92.1518021	21.2164001			15.49968052	20.64287577	4.53982576	40.43736653	13.09223668	6.66010168	1.797962904	1.832106234	0.526619771	359.6491228	112.1104116	53.01615594	3.775935173	-0.002643848	0.150484681	4.793877602	0.001332102	0.186350491	2.364742279	19.30105805	0.475270831	10.32193214	3.170559658	1.302294543	2	71.61793518	23.86120444	18.23454602	613.3198242	18.46392822	607.4737731	5.245578482	629.3798218	18.46392822	623.5337709	5.245578205	20.0315156	-0.768072801	3.502485708	8	9	7	7
32	0	0	0	0	31	4947.370117	92.1528015	21.2162991			24.39992237	20.49725558	6.713101602	44.76352033	20.31177428	7.424645209	2.83039093	1.848998175	0.778719763	359.9893501	215.1232912	156.9133496	1.453277528	0.005861915	0.088689293	1.503303468	-0.002410335	0.104041258	5.970846176	21.34274379	1.700316561	11.83337504	3.366334062	1.473629528	2	77.73600197	78.44393907	15.31005025	618.4515991	26.81768799	606.7095552	7.317922568	634.5115967	26.81774902	622.7695528	7.317922499	19.57862663	0.797670991	2.94588764	10	10	8	8
33	0	0	0	0	32	4186.729981	92.1545029	21.2166004			11.12887287	15.11528199	3.25545349	35.4922277	12.52523395	6.875513995	1.290949345	2.473307094	0.377632593	359.9643952	117.2665211	62.61579703	1.311944783	-0.001346358	0.084146864	1.151449025	0.001009366	0.09845482	2.734556198	13.78074313	0.407407399	14.2707215	3.304630969	1.471273696	3	81.16342163	40.85546139	21.12459693	607.6210938	16.81018066	601.0107339	4.747816425	623.6810913	16.81018066	617.0707315	4.747816548	19.97781038	-0.83355838	3.505138914	10	8	4	7
34	0	0	0	0	33	3680.969971	92.1548004	21.2162991			14.22553349	16.83513958	3.457153334	40.61075741	11.70413322	5.752023343	1.650161743	2.273803621	0.401029776	359.9844862	280.0181553	104.8244918	1.175043344	-0.003488408	0.056454759	1.836943388	0.001418049	0.073955918	1.353014946	13.86159704	0.341364795	14.56584141	3.928893974	1.457582686	3	79.06353951	69.21551531	19.82637667	610.6223755	19.79516602	603.3035816	4.657139372	626.682373	19.79516602	619.363579	4.657139383	20.39379978	0.220295364	2.754957538	10	10	8	7
35	0	0	0	0	34	3939.51001	92.1567001	21.2162991			13.06061077	19.20582238	3.365151168	28.33063769	7.544991139	4.483725261	1.515030622	1.998804424	0.390357524	359.7107012	234.0963836	69.8464167	1.229909658	-0.002971324	0.070402473	1.338571966	0.002874395	0.082732172	4.426366806	12.66199575	1.231857859	13.53057497	3.752252602	1.506040954	3	99.59190369	25.22803732	22.7010024	612.5284424	15.05700684	606.2185292	3.840797853	628.5884399	15.05700684	622.2785267	3.840797831	19.59149885	-1.592261507	3.759607302	10	8	4	4
36	0	0	0	0	35	4680.009766	92.1521988	21.2161007			23.36555576	22.37999794	4.250944201	44.8526783	13.82366504	8.925557019	2.710404396	1.630600069	0.493109514	359.9841682	182.5207529	135.2774778	3.693564296	-0.000616171	0.090656946	4.437913895	0.001493508	0.123525395	2.519393921	19.07220425	0.4852749	15.85958707	3.600426421	1.529623332	2	86.54793429	39.83308851	19.32820332	618.4420166	24.65460205	609.3256727	4.531689046	634.5020752	24.65466309	625.3856705	4.531689083	20.94396257	-0.211291005	3.204739893	10	10	8	7
37	0	0	0	0	36	4145.390137	92.1565018	21.2159996			12.04644489	19.31447341	3.288910289	28.18208854	9.203366726	4.131618648	1.397387505	1.986200904	0.381513583	359.9463828	285.5896982	85.48201636	1.085671425	-0.001161674	0.052093375	1.155966997	0.000587902	0.064313367	1.921087265	12.87917289	0.371853125	14.13927957	4.215699459	1.462904897	3	88.90495539	54.68195974	19.90405554	612.0078735	13.89031982	606.3578486	3.714842591	628.0678711	13.89031982	622.4178462	3.714842583	19.23705149	-0.087940719	3.064618495	10	10	8	4
38	0	0	0	0	37	7876.620117	92.1533966	21.2159996			24.81190205	21.81756604	7.244680817	48.01763294	16.29178426	7.659583708	2.878180504	1.695842168	0.84038295	359.9764551	101.6032826	97.91531892	1.626797557	0.001710286	0.066565183	1.831105232	-0.001576667	0.081992244	8.681995392	18.84142829	1.286060033	15.62399328	3.631385173	1.463159701	2	81.43361282	58.38158662	19.42077265	618.5733032	27.42437744	607.9272102	7.672021918	634.6333008	27.42437744	623.9872078	7.672022061	19.73783588	0.445555408	3.026422249	10	10	8	8
39	0	0	0	0	38	13314.09961	92.1505966	21.2161999			22.38516617	17.35488735	6.004788161	41.21674606	14.33802598	8.181945561	2.596679211	2.213512887	0.696555417	359.9273049	152.6383587	51.70898717	3.491987109	-0.001056079	0.091884976	4.174599648	0.000988639	0.113722226	3.259336472	18.09241213	0.850035187	15.50266719	3.283132993	1.601370011	2	89.03128052	29.59981467	20.56852336	614.4110107	34.00500488	602.8384265	8.734231697	630.4710083	34.00500488	618.8984242	8.734231781	21.65449429	-0.647855406	3.593416117	10	9	7	7
40	0	0	0	0	39	1883.439941	92.1582031	21.2152996			14.68013859	15.44742074	3.634129292	47.41785651	15.76910361	6.007043819	1.70289588	2.434779001	0.421558986	359.8996498	65.22860224	56.65071601	1.017625988	0.006870876	0.051651825	1.015131116	-0.000763219	0.064003871	1.788934708	14.91594655	0.484481459	11.94976741	3.548734617	1.298137721	3	57.79504013	64.37000557	11.70133079	610.9918213	20.25946045	601.4000035	4.98920795	627.0518799	20.25952148	617.4600012	4.989207929	16.90675497	0.64751569	2.334762824	8	10	7	7
41	0	0	0	0	40	8055.02002	92.1539001	21.2159004			24.86688709	18.92736684	5.666856409	48.51007798	12.6451785	7.206076896	2.884558916	2.031105265	0.657355324	359.9629895	196.4099329	109.2398164	1.316655755	-0.000965114	0.067469892	2.195158541	0.000534637	0.082937733	10.68918514	17.39963939	2.627259183	13.33315963	3.758645737	1.475974156	2	56.25443649	18.85107249	13.62939488	618.6079712	27.45611572	605.3313068	6.228162456	634.6679688	27.45611572	621.3913043	6.228162713	20.27292299	-0.150944173	3.239228399	10	10	8	4
42	0	0	0	0	41	86834.60156	92.1565018	21.2171993			20.34626436	14.37658729	4.652923971	42.60302925	11.31509246	6.275939692	2.36016655	2.558995683	0.539739173	359.999176	153.0902197	116.1163816	1.656486154	0.001507506	0.064772381	1.793611586	0.000644991	0.077970651	10.87960625	13.5184893	2.046638956	16.13313341	3.710599954	1.500014265	3	102.6874847	34.98885586	21.92166713	612.5543823	33.41253662	599.2772299	7.292388284	628.6143799	33.41253662	615.3372275	7.292388298	21.09776878	-0.445352329	3.330873727	10	10	8	7
43	0	0	0	0	42	5463.029785	92.1551971	21.2157001			13.14139271	19.20668509	2.801369786	34.18207179	10.03840611	3.83736662	1.524401665	1.998704349	0.324958885	359.8936429	111.0269997	55.96004983	1.582001686	-0.002204743	0.059316559	1.529404461	0.000994167	0.068112943	2.784766197	11.94398299	0.754314873	12.06596956	4.047536391	1.338750096	3	125.8851547	66.59115999	37.42747242	612.3751221	15.35766602	606.3280111	3.160146502	628.4351196	15.35766602	622.3880086	3.160146533	19.89809227	0.104003137	2.818462792	10	10	8	7
44	0	0	0	0	43	4901.740234	92.1526031	21.2155991			22.7181797	25.81446269	4.264318275	46.51089755	9.056349934	5.458164438	2.635308743	1.23220217	0.494660905	359.0280417	207.1996573	60.41677669	3.310210347	-0.000770025	0.096003646	3.393202662	0.001362553	0.119682009	1.995710373	18.17694044	0.374747477	13.18424833	3.612760407	1.500862375	2	88.48578644	42.09640959	26.3633334	618.5529785	23.16766357	612.4531236	3.756632838	634.6129761	23.16766357	628.5131211	3.756632675	19.77917814	-1.304175923	3.640661014	10	10	7	7
45	0	0	0	0	44	14607.5	92.1511002	21.2157993			22.65743637	17.62694666	5.817445906	50.2401777	13.81195456	7.572786054	2.62826252	2.181954006	0.674823715	359.9488664	261.9392241	73.44366705	3.629368424	-0.001428048	0.111299247	4.640058994	0.001461791	0.137742	4.886619568	17.59351522	0.87837251	15.9200483	3.315048943	1.609387994	2	85.3055191	31.61642413	22.99728317	614.614624	34.2097168	603.288493	8.423118062	630.6746216	34.2097168	619.3484906	8.423117994	21.77981758	-0.811772209	3.733101591	10	10	8	7
46	0	0	0	0	45	1176.359985	92.1604996	21.2152004			5.762820721	8.601002172	1.566263827	24.3528543	7.34411334	4.230835916	0.66848731	3.228963561	0.181686621	358.7319592	278.4656054	71.17689243	0.918740451	-0.002614143	0.056266948	1.157085508	0.002035619	0.072008497	2.787865162	8.907199629	0.627933373	14.38647556	3.722394654	1.422576748	3	46.46167374	24.97924117	11.98022947	596.0541382	14.340271	589.3462084	3.786712475	612.1141357	14.34033203	605.4062062	3.786712217	19.51635456	-1.532641525	3.461152203	15	15	5	4
47	0	0	0	0	46	2888.840088	92.1519012	21.2154007			18.21367884	18.86715177	4.203899662	48.40822274	14.06658117	8.475480601	2.112786531	2.038090213	0.487652348	359.8326643	235.979541	55.25040809	3.307670593	0.001191901	0.143962865	3.350067735	-0.000966341	0.178534422	2.273960114	17.47418183	0.509953443	12.74424678	3.068539192	1.658236356	2	23.3994751	8.161040863	5.573828735	612.9638672	25.21807861	605.5650596	5.360036544	629.0238647	25.21807861	621.6250572	5.360036604	21.69491863	-1.367067931	4.10065779	8	8	7	7
48	0	0	0	0	47	6015.930176	92.1524963	21.2152004			25.63669777	23.81441784	4.727373532	50.6394878	10.21348629	7.478027119	2.973856926	1.464207366	0.548375314	359.8871494	256.5299639	65.35642777	3.873858333	-0.002560978	0.121597722	4.499349117	0.002034321	0.153929785	0.928077698	18.24740026	0.186800226	13.69701475	3.728196434	1.736245564	2	64.8341217	21.53080069	17.69627212	618.3302002	30.15240479	610.5891807	4.74729162	634.3902588	30.15246582	626.6491781	4.747291376	20.52450132	-1.133148181	3.703563424	8	10	7	7
49	0	0	0	0	48	12525.59961	92.1557999	21.2154007			13.66255856	19.61133958	3.210470303	38.02843541	8.589172568	4.040331425	1.584856749	1.951764429	0.372414544	359.9996033	236.3455868	129.6954359	1.42874825	-0.003395785	0.054380556	1.765257359	0.001502854	0.065583839	3.868289948	11.94359433	0.888899947	14.29010926	4.510503344	1.541580256	3	122.3590393	78.37321977	26.10227043	612.796875	15.79187012	606.6972764	3.619799841	628.8568726	15.79187012	622.7572739	3.619799855	20.65177202	0.125587224	3.069311663	10	10	8	7
50	0	0	0	0	49	2209.149902	92.1491013	21.2150002			11.51293564	10.99827623	3.090838283	33.50733747	13.30541877	6.836865528	1.335500479	2.950879763	0.35853725	325.3142796	205.2033163	33.18601707	0.631811932	-0.001333012	0.055502774	0.975564867	0.000392134	0.069903588	2.991172791	13.93094466	0.687489377	11.6161756	3.518333704	1.571640469	2	49.46724984	21.97546404	12.0860508	603.6286621	24.54278564	593.8733667	6.698557271	619.6886597	24.54278564	609.9333644	6.69855711	19.5512681	-0.093807649	2.969413171	8	8	7	7
