OBJECTID	LandslideCount2018	LandslideCount2020	Landslide2018	Landslide2020	TARGET_FID	Area_SU	CoordX	CoordY	ExpandedSL2020	ExpandedSL2018	ElevationR	ElevationM	ElevationSTD	SlopeR	SlopeM	SlopeSTD	SoildepthR	SoildepthM	SoilDepthSTD	AspectR	AspectM	AspectSTD	PlanCurvR	PlanCurvM	PlanCurvSTD	ProfCurvR	ProfCurvM	ProfCurvSTD	RelRelfR	RelRelfM	RelRelfSTD	TWIR	TWIM	TWISTD	SoilType	DistRR	DistRM	DistSTD	Rain201317MAX	Rain201317R	Rain201317M	Rain201317STD	Rain201321MAX	Rain201321R	Rain201321M	Rain201321STD	SPIR	SPIM	SPISTD	LULC20172021	LULC20172018	NDVI20172021	NDVI20172018
181	2	2	1	1	180	10428.90039	92.1471024	21.2115002	1404.888916	1404.889893	14.17136574	15.82634847	3.085943105	38.8541475	12.3002431	7.101489821	1.64387846	2.390823386	0.357969392	359.9889536	114.5337643	76.67437694	1.841467202	0.002327915	0.08741348	3.907567143	-0.00177727	0.134849855	3.097755432	12.62255317	0.568423003	13.30167812	3.358528476	1.488705	4	46.49067688	18.57950237	12.18815581	608.9866943	22.49072266	602.0455972	4.493322104	625.0466309	22.49066162	618.1055949	4.493322128	19.9339509	-0.808754667	3.444218371	8	8	7	7
182	0	0	0	0	181	2541.300049	92.1507034	21.2106991			11.44568563	6.958722233	3.121552462	40.10366394	13.70130223	8.279374265	1.327699423	3.419468038	0.362100098	359.9956862	172.3905402	136.4430018	1.790982187	0.0021909	0.101636163	1.896084309	-0.002272106	0.12493064	0.829504967	14.37658409	0.145764695	14.64871955	3.289260393	1.662099206	2	41.86523056	15.0473116	10.68563196	600.6188965	32.85339355	583.1974672	9.217873404	616.678894	32.85339355	599.2574648	9.217873378	18.55937576	-0.863334951	3.57376036	10	8	4	4
183	0	0	0	0	182	886.3579712	92.1596985	21.2106991			9.080594063	16.7568017	1.994186739	29.33633015	11.65372869	4.790822084	1.05334878	2.282890815	0.231325657	359.6844652	155.3145151	131.6339119	0.813313723	0.008729188	0.057593965	1.060344815	0.004025506	0.067668702	0.259121895	11.9925838	0.054572621	10.36023256	3.297499726	1.231854555	3	40.22581863	24.55434087	9.849042855	608.4649658	11.8706665	603.5396729	2.583594803	624.5249634	11.8706665	619.5996702	2.583594946	16.51552105	-0.601530865	2.951069536	10	10	4	4
184	0	0	0	0	183	6467.779785	92.1424026	21.2110996			17.41671085	15.11119702	5.188711663	40.80349761	16.1628529	8.314019074	2.020338535	2.473780953	0.601890538	359.9869123	234.986363	115.720652	1.170648694	0.004332787	0.084657565	1.405795217	-0.004140781	0.095413531	2.397662163	16.34434211	0.325006393	17.86184126	3.422318323	1.857223054	4	108.5460052	69.74673405	25.35753465	612.4879761	24.17877197	600.287755	7.222291955	628.5479736	24.17877197	616.3477527	7.222291799	20.33962202	-0.255812617	3.563216361	10	8	7	7
185	0	0	0	0	184	3292.629883	92.1604996	21.2108002			8.816699028	14.91046943	1.746292845	38.13756377	7.857492839	4.475458978	1.022737026	2.497065351	0.202569964	359.9780224	256.1208931	114.1389076	2.206088781	0.001162851	0.09966897	2.830384493	0.002328654	0.171310815	0.476486206	12.0742441	0.064422738	11.23682985	3.713990572	1.449326902	3	50.4848938	15.13336786	10.99981058	607.6108398	12.05084229	601.0979599	2.479393339	623.6708374	12.05084229	617.1579575	2.479393264	19.3754468	-1.424940593	3.590227542	10	10	4	4
186	0	2	0	1	185	7871.700195	92.1526031	21.2108994	110.2331009		21.12005615	15.3990407	4.379597194	39.47135165	11.73695747	6.688676879	2.449926376	2.440391089	0.508033267	359.9128261	261.5338938	67.36784119	1.27139765	-0.001545692	0.087658474	1.517040193	0.001956149	0.104225359	2.853238106	14.02490825	0.401878296	13.61165729	3.404275063	1.563560656	2	68.78718567	20.42493923	16.3587061	611.2739258	44.2723999	600.8703072	7.093162851	627.3339233	44.2723999	616.9303047	7.093162858	20.99279737	-1.008880172	3.654039518	10	8	5	4
187	0	0	0	0	186	2379.320068	92.145401	21.2106991			13.34242105	13.56455459	4.219284181	34.01770462	16.80781864	8.637578597	1.547720909	2.653191477	0.489436965	359.1265833	98.60870592	34.07886755	1.056953996	0.005360025	0.078389647	0.983733475	-0.004821557	0.091923609	1.523781776	12.71647793	0.347902961	13.56954026	3.281890705	1.728815706	4	55.11334419	46.7599061	12.56521842	608.2314453	21.54473877	598.1690601	6.888620495	624.2914429	21.54473877	614.2290576	6.888620729	19.9557066	-0.337505334	3.482709184	8	8	7	7
188	0	0	0	0	187	3299.709961	92.1356964	21.2105007			5.627000809	17.74922023	1.072886883	66.97109116	14.85763437	11.30907237	0.652732134	2.167770268	0.124454875	359.9253076	163.6864508	119.3384836	12.70447254	0.021514649	0.549945208	10.75861692	-0.01902545	0.504796843	0.533196449	9.149239062	0.065404753	10.27089286	2.151670098	1.505795642	4	38.28852081	15.12882346	9.660040939	607.8066406	6.784851074	604.8638871	1.292496993	623.8666382	6.784851074	620.9238845	1.292496982	18.15291357	-3.399541815	4.12323427	8	10	7	7
189	1	1	1	1	188	3148.199951	92.1539001	21.2106991	408.8980103	408.8970032	17.85846138	11.32828256	5.112057991	45.07038994	15.07463344	9.911279762	2.071581602	2.91259904	0.592998731	359.9387236	148.9296291	57.1603578	1.372970104	-0.001522677	0.077652421	1.393437326	0.001402538	0.09551183	1.717900276	16.24616842	0.491007927	13.59460503	3.254309768	1.393185568	2	48.63988495	20.36262672	12.69991958	610.0674438	32.45593262	593.5379751	8.789069442	626.1274414	32.45593262	609.5979727	8.789069517	18.58864498	-0.555741626	3.423633633	8	8	4	4
190	0	0	0	0	189	3644.699951	92.1659012	21.2105999			3.385177612	22.71113996	0.726301157	36.86205428	9.6191632	6.509957701	0.392680407	1.592187595	0.084250931	359.9557147	196.0352539	113.6404831	1.335605502	-0.00117188	0.122452469	1.353101254	0.001494747	0.1369346	4.597761154	9.860294271	1.494995534	13.16264346	3.168520682	1.551901623	1	22.27799988	5.799267526	4.425179593	611.4906006	3.151916504	610.0691744	0.674128916	627.5505981	3.151916504	626.1291721	0.674128969	17.50702906	-2.236842734	3.823156963	0	0	4	4
191	0	0	0	0	190	983.7709961	92.1589966	21.2105999			8.473280907	17.06221489	2.22999846	27.13878088	9.708892143	4.433431385	0.982900381	2.247462885	0.258679813	359.8546018	82.77448323	115.6207842	0.870993376	-0.00017908	0.067596195	0.866228044	0.00318478	0.083698097	0.446413994	12.01419894	0.082318865	10.19793047	3.423889931	1.354075306	3	40.10198641	27.50882265	9.026313178	609.2467041	10.3180542	603.900011	2.685943981	625.3067017	10.3180542	619.9600087	2.685943872	17.88444138	-1.091041451	3.392306197	8	8	4	4
192	0	0	0	0	191	2093.409912	92.1457977	21.2105007			5.090785503	9.498578793	1.390312452	33.65411616	9.023195328	6.321682565	0.590531111	3.124844661	0.161276257	359.8423788	262.576946	70.70975289	1.327229559	0.006016753	0.108436349	1.401809812	-0.005693992	0.121084842	0.48426342	12.2627704	0.088800671	14.8304443	3.55637013	1.911988206	4	51.20533085	36.96915169	11.53277114	597.6135864	10.93286133	591.5502954	3.062883554	613.673584	10.93286133	607.6102928	3.062883569	18.89642763	-1.913699791	3.697800563	8	8	7	7
193	0	0	0	0	192	4345.470215	92.1535034	21.2110996			18.61175728	17.55172353	4.265142377	34.44689681	12.52787836	5.673863302	2.15896368	2.190679886	0.494756506	357.7303946	224.0965827	47.13897245	1.058342785	-0.002151821	0.061830219	1.225560009	0.002553397	0.080283343	3.968939781	14.55626612	1.009083124	13.70421851	3.574426139	1.451991254	2	41.02770615	10.19251235	8.130686405	611.5775757	30.24163818	603.9048624	6.011132834	627.6375732	30.24163818	619.9648599	6.011132608	19.1041398	-0.204128951	3.192811637	8	8	7	7
194	0	0	0	0	193	1108.290039	92.1536026	21.2105007			10.45664215	8.448703022	2.181724805	36.10237989	12.83152022	7.144201632	1.212970495	3.246630265	0.25308009	359.1537003	177.8744436	59.74959056	1.027225167	0.005664076	0.071399312	0.879061341	-0.006698411	0.089947479	2.140974045	15.48145614	0.379015862	12.73214704	3.21811767	1.564820566	2	42.19665146	17.67789775	10.45381497	602.7462158	22.21856689	588.671241	5.102284493	618.8062134	22.21856689	604.7312386	5.102284501	17.53322983	-0.854991922	3.100551907	8	8	4	4
195	0	0	0	0	194	5447.919922	92.1531982	21.2108994			18.11974907	15.56372167	4.097208835	31.25618183	11.69376311	5.726976181	2.101890802	2.421288096	0.475276217	359.8855389	120.4998758	51.9746283	1.163318396	-0.000898888	0.074343796	1.304157972	0.000465115	0.085344656	4.339543343	14.62646185	0.985213478	13.94999489	3.36529786	1.498163752	2	60.77744675	18.62264187	13.51673824	611.1421509	29.83728027	601.3017082	6.212378173	627.2021484	29.83728027	617.3617058	6.212378107	19.64028454	-0.727448344	3.275458758	8	8	4	4
196	0	0	0	0	195	9007.169922	92.1485977	21.2108002			19.0648663	15.98702189	4.751349048	35.68679072	10.74872921	6.846104154	2.211524487	2.372185276	0.551156487	359.9854691	236.4656396	125.611106	1.38640213	-0.001703842	0.086256702	1.376674116	0.001642597	0.101001249	6.700154305	14.49451747	1.351041857	14.26740879	3.419217488	1.525012674	4	42.16469193	12.68930517	9.238466217	609.5256348	41.57580566	601.3606556	8.32389251	625.5856323	41.57580566	617.4206533	8.323892541	20.68438911	-1.293931627	3.658096271	8	8	7	7
197	0	0	0	0	196	6262.930176	92.1610031	21.2110004			12.71782589	19.8012332	3.254349244	40.17550412	11.44870952	5.652300491	1.475267887	1.92973677	0.377504501	359.9611549	242.7354671	77.80299704	3.822976708	-0.000672707	0.105669154	3.244333148	0.000356715	0.127432729	1.843659401	12.37448722	0.301653167	13.84977937	3.43675114	1.451848802	3	64.787323	25.17880661	18.23054718	612.4758911	14.53936768	606.8977499	3.630838171	628.5358887	14.53936768	622.9577477	3.630838238	19.03441763	-0.730438306	3.354172904	10	10	4	4
198	0	0	0	0	197	5167.649902	92.1585007	21.2105999			11.61127949	19.91977165	2.926940061	29.82560357	10.85787787	5.314853643	1.346908569	1.915986311	0.339525038	359.9881651	142.3578666	124.7227223	1.367234409	-0.00082326	0.099131843	1.315194368	0.000910707	0.113676837	2.286208153	12.01262762	0.423865272	12.78731247	3.202470417	1.473672714	3	44.51059341	19.62175592	9.283789419	612.3880005	12.86407471	607.089667	3.18592933	628.447998	12.86407471	623.1496645	3.185929464	19.70754862	-1.39046529	3.622115248	8	8	4	4
199	0	0	0	0	198	1359.390015	92.1604004	21.2103996			9.577635765	17.16734403	2.376851611	26.94152337	9.120448629	4.886968493	1.111005783	2.235267906	0.27571478	359.9475929	268.1710891	60.53518018	1.237512231	-0.001277794	0.10716646	1.220128953	0.00096682	0.120738553	0.540821075	12.22784732	0.11349503	11.25681706	3.257410577	1.551607246	3	36.81365967	20.13824854	7.815397869	609.0390625	12.29449463	603.9963474	2.970499755	625.0990601	12.29449463	620.0563452	2.970499832	18.9057765	-2.024132023	4.065140879	8	8	4	4
200	1	1	1	1	199	23014.59961	92.1561966	21.2108002	600.7449951	600.7449951	19.75349426	18.06243695	5.66558435	46.27884276	14.79008245	9.13212371	2.291405439	2.131437132	0.657207771	359.9893753	184.3210365	65.67949461	2.199778676	0.00077879	0.09854601	2.064898133	-0.001159152	0.11596475	5.728901863	16.30381933	0.906659819	15.80908525	3.21740179	1.559325014	3	79.12393188	36.5937964	20.45775015	612.9544678	29.83905029	604.0060193	7.69660157	629.0144653	29.83905029	620.0660169	7.696601612	20.62920427	-0.812561725	3.72326531	8	8	7	7
201	1	1	1	1	200	15076.2998	92.148201	21.2112999	245.4019928	245.401001	16.10501003	14.29896616	4.34267901	39.03734147	12.06251888	7.630535308	1.868181229	2.567999737	0.503750766	359.9860875	132.4534458	78.82077658	1.4006778	-0.0029013	0.112538365	1.597784758	0.002954978	0.12567706	2.877851486	13.68954328	0.614217432	14.67021048	3.149433155	1.501323228	4	51.68339157	20.6776642	12.08487088	607.9707031	32.18682861	599.0306441	8.151531086	624.0307007	32.18682861	615.0906416	8.151531145	21.18577099	-1.587748598	4.018645263	8	8	7	7
202	1	4	1	1	201	5474.060059	92.1542969	21.2103004	1187.401123	1074.790039	17.26765442	12.05274126	5.052416102	46.15839195	14.81755894	9.549583548	2.003047705	2.828561831	0.586080271	359.9693751	252.0427964	90.1180289	1.657795191	0.000852521	0.101532674	1.59270817	-0.000229828	0.113923928	2.645909309	15.74115959	0.515487015	16.60283625	3.211595045	1.664013116	2	40.8658371	13.21525183	9.962023485	609.5278931	31.85119629	594.9188368	8.845608065	625.5878906	31.85119629	610.9788345	8.845608094	20.2781539	-0.933636136	3.689760113	8	8	4	4
203	0	0	0	0	202	1993.069946	92.1654968	21.2103004			4.140836716	22.93438178	0.909420531	33.84468702	7.211351052	5.567625934	0.480336905	1.566291545	0.105492778	359.9516525	213.037995	86.26951251	1.665387034	-0.003567541	0.168176627	1.548203826	0.002760833	0.175973199	1.813318253	8.657721392	0.401747051	12.83518463	3.235731	1.598434088	2	32.9250946	18.02421727	8.45617688	611.3311157	3.958068848	610.2682015	0.857983257	627.3911133	3.958007813	626.328199	0.857983227	18.06475163	-3.505824666	4.419054466	0	0	4	4
204	0	0	0	0	203	2348.899902	92.1591034	21.2103004			10.82999897	18.73338224	2.827049316	29.37070172	11.02719407	5.514183372	1.256279945	2.053607478	0.327937712	359.9114417	80.41026761	65.45751471	1.265036762	-0.000216117	0.100440621	1.231171072	9.39269E-05	0.115008889	1.34348774	12.49074684	0.351448763	12.35378462	3.293302992	1.550232365	3	40.56786728	16.71470572	10.11419821	611.1022949	12.71557617	605.786707	3.277029204	627.1622925	12.71557617	621.8467047	3.277029057	18.85519886	-1.246545244	3.707333188	8	8	4	4
205	0	0	0	0	204	3410.479981	92.1492996	21.2103996			16.26531315	17.89704689	3.24393931	34.42203838	8.489571863	6.435554966	1.886776209	2.150622377	0.376296952	359.9971188	133.2041702	86.19118585	1.25014329	-0.004087912	0.127422245	1.431137323	0.004727491	0.143707658	5.962638855	16.82926228	1.449631326	12.09888771	3.274402874	1.589503352	4	59.53749466	10.80445953	11.97737094	609.5567017	27.82940674	604.6425296	4.558661209	625.6166992	27.82940674	620.7025272	4.558661065	20.44088888	-2.732935917	4.324123843	8	8	7	7
206	0	0	0	0	205	4575.5	92.1495972	21.2103004			16.9189291	17.48941846	3.355037813	38.01919559	9.55881435	6.487848944	1.962595701	2.197907274	0.389184381	359.9806051	113.4404051	130.5475226	1.36677736	-0.00251329	0.110806007	1.409805596	0.001956524	0.12609234	5.048203468	16.13568608	1.147709272	13.61262667	3.387106303	1.584543088	4	59.84426117	25.20110698	13.9047834	609.230957	31.38977051	604.0691013	5.116575856	625.2909546	31.38977051	620.1290987	5.116575778	20.31391859	-1.986020169	4.140622764	8	8	7	7
207	0	0	0	0	206	5332.049805	92.1601028	21.2103004			11.13394451	19.11733353	2.919323707	33.51826853	10.3751132	6.018990401	1.291537523	2.00906913	0.338641539	359.9747961	133.9468114	130.235056	1.171958447	-0.003978466	0.092844112	1.23336333	0.003934611	0.106786413	1.139642715	12.37910816	0.3014288	13.61343728	3.347389052	1.408294783	3	51.69540066	28.75343659	12.2603663	610.5153198	13.73980713	606.2018407	3.362855268	626.5753174	13.73980713	622.2618384	3.362855192	19.51735878	-1.55981415	3.940421711	8	8	4	4
208	0	0	0	0	207	2232.75	92.1595001	21.2103004			9.231169701	18.32201421	2.410057255	35.57978019	12.00194818	6.294578265	1.070815563	2.101326167	0.279566633	359.9238189	280.350155	64.63151139	1.272170782	-0.000488537	0.092356451	1.17238462	0.000166322	0.114533778	1.344650269	12.49284033	0.359910274	14.82986003	3.338362325	1.732810406	3	37.80725861	15.03567579	9.61659073	609.6447144	11.25799561	605.3798236	2.863140085	625.7047119	11.25799561	621.4398212	2.863140262	19.09144306	-1.066520155	3.729181434	8	8	4	4
209	0	0	0	0	208	650.309021	92.1539001	21.2099991			7.631183147	7.538072443	1.790861314	29.63985351	8.489099058	6.587392482	0.885217428	3.352263417	0.207739929	359.1901429	252.5647626	82.17185646	1.1307863	0.004461717	0.071450817	0.893389821	-0.005630561	0.089502403	1.796935081	14.377111	0.36109198	12.87805592	3.749633305	1.695331357	2	18.76944351	6.878403241	4.88745743	599.1705322	17.47546387	586.3960862	4.550030723	615.2305298	17.47546387	602.4560842	4.550030425	16.69356108	-2.185771641	4.203861441	4	5	4	4
210	0	0	0	0	209	22498.59961	92.1436005	21.2110996			18.94656563	12.56148273	4.601265869	45.39824985	15.02122854	9.884387095	2.19780159	2.76954781	0.533746835	359.9919396	136.4973377	66.06234554	1.612459481	0.004532085	0.098307467	1.372270763	-0.004502288	0.10504264	8.943714142	14.28494468	2.61265472	15.26072496	3.298779326	1.745793349	4	107.5186234	42.87222426	28.53265556	612.4827271	28.61798096	596.3586804	7.213308285	628.5427246	28.61798096	612.4186779	7.213308239	20.16232109	-0.795812686	3.581477858	8	8	7	7
211	0	0	0	0	210	6258.259766	92.1675034	21.2105007			11.56657171	12.32480813	2.426989491	35.88504006	9.579290774	5.488327844	1.341722488	2.797002055	0.281530776	359.9547872	103.8663159	62.29360576	1.162913799	0.001416504	0.090755922	1.237993896	0.003140736	0.102172814	5.220592976	11.09110931	1.166225223	13.70379776	3.455678123	1.508020606	1	55.36880112	16.30844452	11.7125495	606.1870117	19.93701172	596.8195826	4.275430342	622.2470093	19.93701172	612.8795802	4.275430484	19.093853	-1.38320922	3.613452374	0	10	4	4
212	0	0	0	0	211	2812.969971	92.1653976	21.2099991			4.057796478	22.33403702	1.064755225	36.03823167	8.878275067	5.9584487	0.470704317	1.635931534	0.123511603	359.9173931	203.6786092	104.3110773	1.70464313	-0.00216101	0.154431696	1.526224077	0.001455359	0.16640751	1.611207008	9.264053736	0.32311083	12.74519959	3.162230967	1.597274001	1	33.98616409	14.45747646	8.787092407	611.1137085	3.915161133	609.7038643	1.02065881	627.1737061	3.915161133	625.7638618	1.02065893	17.83684349	-2.773870641	4.183203206	0	0	4	4
213	0	0	0	0	212	28798.30078	92.1443024	21.2108002			19.99680138	12.85354196	4.775352515	45.78587461	14.57075417	8.76214736	2.319628954	2.735668941	0.553940886	359.9974579	213.5436007	124.3304041	1.389549613	0.002971922	0.089743334	1.392406106	-0.002824002	0.100850167	8.037516594	14.23150511	1.84852657	16.99982679	3.306051969	1.780984189	4	73.25562286	21.86673065	17.43001641	613.3353271	29.45507813	596.7437749	7.551869309	629.3952637	29.45501709	612.8037724	7.551869326	20.8382082	-0.745339395	3.488436608	10	8	7	7
214	0	0	0	0	213	3422.639893	92.1501999	21.2101002			14.87477398	11.66904658	4.137809454	40.80365422	15.00967971	8.408387348	1.725473881	2.873070407	0.479985903	359.8463222	81.98508642	43.66974212	1.108304679	0.004693102	0.086261163	1.252994239	-0.004171949	0.114555838	2.749017715	15.16733559	0.617314373	13.11867049	3.172949797	1.573346982	4	52.96886158	42.34557784	12.49262704	607.3477173	28.77563477	594.6378617	8.039122461	623.4077148	28.77563477	610.6978593	8.039122527	19.52949476	-0.707791728	3.619716228	8	8	7	7
215	1	1	1	1	214	13824.2002	92.1467972	21.2105007	1170.829956	1170.829956	13.36551332	13.32020302	3.831750983	43.83794704	12.33029241	7.596026978	1.550399542	2.681536255	0.444483108	359.9218984	213.7622375	65.81476533	2.849512577	0.000100134	0.097173859	2.671740174	-0.000236708	0.123116135	3.576910973	11.8719808	0.427831827	14.87406534	3.428324462	1.632760957	4	51.57677841	17.73800252	12.99978102	608.2138062	21.64160156	597.9668105	6.25394112	624.2738037	21.64160156	614.0268081	6.253941145	20.55462265	-1.020378789	3.769934654	8	8	7	7
216	0	0	0	0	215	4654.649902	92.1505966	21.2101994			12.4270525	11.04358073	3.577417481	40.97232728	13.53346738	8.410891163	1.441537857	2.945624443	0.414980435	359.9591326	266.1627993	66.46110275	1.279426157	0.000963303	0.079445271	1.374766111	-0.001318103	0.100529606	2.270833015	14.40269322	0.29364304	14.410862	3.519548522	1.630137962	2	61.50503922	31.62338524	13.09562621	604.4216919	26.46276855	593.7345808	7.290338739	620.4816895	26.46276855	609.7945785	7.290338606	18.93303776	-0.42285398	3.254880523	8	8	7	7
217	0	0	0	0	216	25125.19922	92.1563034	21.2103004			19.56604576	17.0607146	5.452557031	47.97429364	15.00173778	8.667377166	2.269661188	2.247636923	0.632496603	359.9993551	197.2009881	129.6783847	4.253238976	-0.000511718	0.090353569	3.303898454	0.001004107	0.105075805	4.787370682	15.3603014	0.997492223	15.00473112	3.316863744	1.545454676	2	70.5129776	23.83005429	16.34780056	612.8149414	29.64935303	602.79994	7.659494237	628.875	29.64941406	618.8599376	7.659494192	20.71254206	-0.505084364	3.456411828	8	8	4	4
218	0	0	0	0	217	6787.759766	92.1582031	21.2101002			15.68306828	19.64609726	3.938025012	41.01648717	13.83176327	8.222638899	1.819235802	1.947732539	0.456810889	359.9178573	193.4420384	61.52979506	1.7089625	-0.000242836	0.101469895	1.743075311	-1.15865E-05	0.120504282	4.007169724	13.56483344	0.830189863	13.35001647	3.122582272	1.573546144	3	58.74923706	15.75228168	12.27857267	612.3857422	20.24957275	606.5550175	4.647646218	628.4457397	20.24957275	622.6150151	4.647646183	20.07838583	-1.051120468	3.694677911	4	5	4	4
219	0	0	0	0	218	6659.859863	92.1511002	21.2101994			16.47213745	11.80100189	4.3950696	40.55991893	10.48955608	7.052941386	1.910768032	2.85776359	0.509828078	359.9967522	126.7975467	117.9292268	2.875436187	0.000530114	0.097501773	2.291802883	-0.000858898	0.118212029	1.967992783	13.99488317	0.401824159	13.78828874	3.633866057	1.675299618	2	41.1589241	11.03295285	8.073833472	606.671936	40.2756958	594.4396021	9.606876097	622.7319336	40.2756958	610.4995997	9.606876151	20.10842419	-1.101359729	3.486220446	8	8	7	7
220	0	0	0	0	219	4842.379883	92.1578979	21.2098999			16.85672665	18.28794816	4.869087273	41.14722271	12.37188608	8.791328337	1.955380201	2.10527783	0.564814108	359.9801466	99.38109846	82.25816639	1.30748409	-0.003379751	0.11103259	1.458887398	0.003381941	0.126250872	2.107987404	15.22294861	0.387537078	14.18892235	3.209402736	1.592073732	2	71.24521637	32.16877239	19.91694488	613.4234009	21.0491333	604.7482747	5.807787004	629.4833984	21.0491333	620.8082721	5.807787017	19.2281456	-1.636232336	4.007776146	4	4	4	4
221	0	0	0	0	220	4333.600098	92.1496964	21.2098007			14.866436	17.2536072	2.812023702	42.63944472	11.3993792	7.89939893	1.724506617	2.225261379	0.326194743	359.8873956	145.6063313	53.85187286	1.229911685	-0.002689939	0.115501412	1.18211633	0.002593582	0.128912276	6.294712067	13.53603255	1.276664442	12.10867831	3.048640589	1.476308743	4	61.45570374	34.81656149	14.62839655	609.0750732	24.37054443	603.9593405	4.075837182	625.1351318	24.37060547	620.0193381	4.075837309	19.50039291	-1.871823736	4.01095368	8	8	7	7
222	0	0	0	0	221	2855.080078	92.1604996	21.2098007			12.38661671	19.33169213	3.377791475	35.22776457	12.55751666	7.39955723	1.436847687	1.984203533	0.3918238	359.7489987	199.2670709	53.10282489	1.295835078	-0.001717485	0.106638752	1.234923363	0.001765062	0.121310869	1.135164261	13.35445191	0.306884063	10.74179104	3.224316401	1.544397435	3	56.9786644	20.39350627	14.46601468	610.6494141	15.8916626	606.3262498	4.094866709	626.7093506	15.89160156	622.3862473	4.094866877	19.78142738	-1.350141333	4.045904005	4	4	4	4
223	0	0	0	0	222	2227.439941	92.1359024	21.2096004			10.65000057	13.7010432	2.304967392	68.02668691	13.72022561	11.1295608	1.2354002	2.637358789	0.26737621	359.882547	182.3906649	75.27266149	9.914283276	-0.001936242	0.527166604	9.12022543	-2.02959E-06	0.57446702	1.364862442	10.09796895	0.311729426	10.98795557	1.936792839	1.468261726	4	70.09537339	31.17468674	15.64013345	606.4467773	17.12182617	599.1735971	3.500400954	622.5067749	17.12182617	615.2335946	3.500401402	17.33013391	-4.899428081	4.509810615	9	10	7	7
224	0	0	0	0	223	3204.429932	92.1457977	21.2098999			5.386352062	10.41108924	1.554688807	31.36737215	9.513990581	6.690437589	0.624816895	3.018993446	0.180343909	359.9350167	238.8800808	76.2347646	1.305639088	0.001148724	0.088485997	1.030875862	-0.002346378	0.104334595	0.653889656	12.42646601	0.135294465	13.92637949	3.520004531	1.783817408	4	57.00625992	21.63960876	13.27766473	598.3171997	11.26831055	593.454183	3.256273342	614.3771973	11.26831055	609.5141803	3.256273453	19.8331356	-1.739437626	3.721645976	8	8	7	7
225	0	0	0	0	224	13980.7002	92.1467972	21.2098999			14.08418131	13.98721384	3.834979478	38.09919204	12.28669894	7.822800329	1.633765221	2.604162999	0.444857611	359.9901201	189.5236863	127.8279219	2.612504065	0.001186161	0.08715245	3.988937378	-0.000820803	0.134941569	2.210161209	11.97163263	0.251597451	16.24828532	3.53050319	1.653902847	4	50.97428894	12.04518434	9.442854581	608.9361572	22.33990479	599.0662085	6.021777502	624.9961548	22.33990479	615.1262061	6.021777569	19.55983448	-0.859186163	3.581131006	8	8	7	7
226	0	0	0	0	225	4051.419922	92.1613007	21.2098999			11.01251888	17.31076863	2.871971129	37.95298962	12.46320806	6.776096308	1.27745223	2.218630652	0.333148641	358.9170746	141.7275188	52.05295978	1.326287687	-0.001996418	0.092358395	1.354267061	0.002494892	0.106723465	1.215209961	12.42118801	0.222408875	13.00553787	3.148480896	1.478088044	2	61.44320536	39.0159033	15.66670978	609.9833984	14.0223999	604.073928	3.621000932	626.043396	14.0223999	620.1339256	3.621000817	20.43436193	-1.12475537	3.656900105	4	4	4	4
227	0	0	0	0	226	4610.740234	92.1593018	21.2098999			13.60476208	19.37303347	3.237838029	37.96674028	11.32014999	7.22026614	1.578152418	1.979407937	0.3755892	359.8731738	151.0447727	64.65687251	1.399797261	0.001385958	0.116435163	1.444525719	-0.000799117	0.130106813	1.974878311	13.62831317	0.495054224	13.93768194	3.154164483	1.580273321	3	55.1492424	14.49061601	11.70500889	610.9691162	17.92950439	606.3814653	4.103433248	627.0291138	17.92950439	622.4414629	4.103433218	18.93213081	-1.714618661	3.937979544	4	5	4	4
228	0	0	0	0	227	9131.679688	92.1623001	21.2103996			14.426898	17.91156857	3.910301986	54.43472556	12.73116812	7.171493052	1.673520327	2.148937861	0.453595018	359.9557506	224.6822068	53.29345261	3.266315699	-0.000358412	0.134081088	2.961052299	-0.000951535	0.1630635	2.638479233	12.38604271	0.504437115	15.72923613	3.381292954	1.528049807	2	63.51069641	32.99324859	17.25735811	611.40979	19.04650879	604.530592	5.021552614	627.4697876	19.04650879	620.5905895	5.021552595	20.26401377	-0.70329165	3.445475608	10	10	4	4
229	0	0	0	0	228	10176.59961	92.1408997	21.2103004			14.50081682	11.44964901	2.320121154	30.19023797	8.715663542	5.658877382	1.682094812	2.89852051	0.269134047	359.9761579	105.471642	91.45501176	1.346527457	0.001596555	0.072811489	1.307878315	-0.00115234	0.089469146	9.219398022	11.83753679	2.505515391	15.93986367	3.647853312	1.695340127	4	63.81420517	27.04412759	16.94147739	609.8579712	21.7645874	595.2864248	4.115969864	625.9179688	21.7645874	611.3464223	4.115969915	20.30207014	-1.576615727	3.663073962	8	8	7	7
230	0	0	0	0	229	13758.7998	92.1412964	21.2105007			17.44532633	14.38166595	4.718813114	42.00100167	14.19399728	8.28085944	2.023657799	2.558406554	0.547382306	359.999054	246.3206027	63.08912436	1.338469982	0.001960992	0.075691067	1.391901672	-0.001990563	0.092452273	6.666138649	15.2260284	1.196069221	14.68874592	3.440047488	1.728212823	4	57.07715988	23.15141265	14.5806696	612.4436646	24.35028076	599.4029527	6.691878061	628.5036621	24.35021973	615.4629502	6.691878056	20.34247637	-0.556857987	3.537816015	8	8	7	7
