Landslide,SlopeR,SlopeM,SlopeSTD,SoildepthR,SoildepthM,SoilDepthSTD,AspectM,AspectSTD,PlanCurvR,PlanCurvM,ProfCurvR,ProfCurvM,RelRelfR,RelRelfM,TWIR,TWIM,TWISTD,SoilType,DistRR,DistRM,Rain201321MAX,Rain201321R,SPIR,SPIM,SPISTD,LULC20172021,NDVI20172021
NO,66.4922515,20.64008825,13.44601095,1.61541605,2.592078543,0.244368719,209.3196925,85.46300655,15.55055618,-0.004213371,12.70717001,0.005873911,2.793252945,19.37753074,11.75617945,1.879113325,1.497140302,5,45.23828125,193.5341912,623.3133545,25.39056396,18.93396854,-3.194856151,4.515256361,11,7
NO,32.01675953,16.75552942,6.922177385,1.847265005,2.07578784,0.534009511,236.5465379,36.59125884,1.100819975,0.00861191,1.022943825,-0.005597126,0.619412422,16.18158966,13.52623323,2.956074783,1.846635364,5,53.44441986,16.765391,630.2724609,18.01501465,19.64534426,-1.101344682,4.117989299,8,7
NO,50.60659997,21.64229073,13.99219752,1.544598103,2.700909485,0.291151689,158.988322,65.25931936,4.750908852,0.000349395,4.851167679,0.007090162,0.665910721,20.72714636,9.120890021,2.033004955,1.375274864,5,42.65830994,170.7433093,619.6159668,33.78826904,18.97317696,-2.4127523,4.410366732,11,7
YES,66.03940362,25.21995659,11.4847373,2.290975332,1.9511921,0.589540747,149.9757979,139.6859365,10.13011765,0.005144647,6.10157609,-0.004635656,2.809597015,17.07163726,14.25739396,1.73660307,1.696610518,5,67.85713005,45.69105162,632.4310303,21.71856689,19.70945215,-2.4757761,4.464613163,10,8
NO,63.26729417,21.91654643,13.62630006,2.078453302,2.30137704,0.563226414,78.62008641,76.6371449,6.604827166,-0.004001739,6.303586006,0.00535304,1.67770195,19.95134503,10.7884649,1.95592677,1.609000834,5,32.76246643,212.4540248,628.0553589,26.74468994,18.66359758,-2.625420966,4.361803483,11,7
NO,48.42019076,19.83790812,8.904920679,2.428311825,2.516059612,0.727080548,244.3274156,55.99358994,1.635224164,0.001666319,2.231299281,-0.001940303,4.657924652,18.79562381,15.86175215,3.041991329,1.557311713,1,42.88325119,16.44012267,628.3890381,36.98046875,20.45859385,0.155155801,3.074929747,8,7
NO,37.01782186,18.12517848,8.061817668,1.826354742,1.879634084,0.489944683,105.0739522,44.05545894,1.46670419,-0.000147205,1.549751341,0.000431603,0.629367828,16.445587,13.9498269,2.931530294,1.689220595,5,43.5719223,16.71491886,630.0574341,17.98242188,20.50619745,-0.612067856,3.879902571,10,8
NO,69.92414177,20.15390663,12.79356182,1.798173666,1.535356491,0.556807226,231.319251,126.7342329,6.851339579,0.002171168,5.690142393,-0.000665563,3.24966526,14.9838672,13.51971591,2.18396612,1.864536461,6,91.78765869,630.4389743,632.3453369,14.89178467,20.03074169,-2.58900838,4.363621515,10,7
NO,28.64785814,17.21898629,6.206192067,1.645202398,2.200850377,0.407288634,66.38411395,33.97907889,1.062794805,0.011901711,0.982212663,-0.003705831,1.15154171,16.55245629,9.002180994,2.628115336,1.629044101,5,40.061656,28.65496622,629.0870361,16.43157959,14.80905485,-1.308408146,4.044334814,9,7
NO,42.39819365,18.51548048,9.990033629,2.343734741,2.64003687,0.699394545,259.8110342,42.52801258,1.468412459,0.004398475,1.279061735,-0.004215951,3.22922039,17.11123269,16.08566356,2.963500456,2.06552873,4,57.14993668,19.41320601,628.7714844,32.26531982,20.48107862,-1.048455502,4.086002758,10,7
NO,60.46443219,18.68047603,11.06297606,1.429884434,2.06795649,0.379611631,205.3394583,66.60288493,7.339101076,-0.001679617,6.389737844,0.000955708,2.399634361,15.8946285,11.46800399,2.145146494,1.62762681,6,87.0769043,390.8828835,627.8616943,14.55749512,18.91278744,-2.63091391,4.371333317,10,7
NO,39.64007073,18.75066347,10.70033197,1.603554726,2.928712889,0.445068138,101.1374133,48.14312295,1.544353545,0.014765976,1.45066613,-0.013481653,2.183123589,16.1712838,11.99926674,2.919993644,2.030073014,5,33.39548969,23.86717277,623.9320068,23.67755127,17.68991852,-1.008688558,3.77146512,10,7
NO,67.56193556,17.63473144,11.7402168,1.584367752,2.132826009,0.422879645,94.743896,70.7205438,7.299803019,0.00239308,7.376191854,-0.00094963,1.894613266,15.37150728,11.99660981,2.102165696,1.713333765,6,76.01010132,405.1283965,628.7056274,15.95532227,18.15359354,-3.19273982,4.498011892,10,8
NO,65.34758263,18.08984016,11.28262979,2.293787479,2.112228399,0.497021259,164.8957958,67.29176332,10.63546562,-0.005074269,9.154173374,0.005825834,6.847856522,19.2113645,11.56857169,2.353733124,1.723788751,6,156.6443787,314.2140278,629.5308838,28.35717773,20.23143864,-2.46484394,4.250283753,8,7
NO,32.80111878,15.47568886,9.378953974,1.742939949,1.884983069,0.506137035,288.9573481,103.7276758,1.190209627,0.000579046,1.194738269,-0.00122476,0.790517807,16.48328749,14.16471604,3.397489861,2.038828309,5,51.25659746,33.25079494,629.5387573,17.37109375,19.82173586,-0.733018885,3.6242119,10,8
NO,35.71937294,15.94690109,8.198266851,1.980478764,1.900492408,0.464171068,223.592015,124.0857828,1.433937073,0.00221681,1.324724138,-0.002212464,2.718283653,16.39342405,16.14295191,3.231444479,1.946204919,5,82.23365831,50.13703124,631.7706909,17.96618652,20.52737522,-0.650160648,3.667013319,10,7
NO,58.15621457,19.10364231,8.981749555,1.409241199,2.358469651,0.346800104,191.7393526,48.39876905,6.474850655,0.008334787,5.925404549,-0.002976376,0.938488007,16.89199563,10.04739273,1.950333686,1.467162264,6,35.77282715,351.991085,626.2144165,15.9911499,17.25958872,-2.580682432,4.253959884,8,7
NO,40.21905306,14.19268715,8.697187415,1.557158709,2.993802942,0.454881627,85.82865003,43.28640845,1.158625901,0.005789748,1.003501356,-0.005814942,2.310264587,16.40335399,13.82033366,3.454367326,1.84409247,4,44.7321434,9.962571784,622.385376,25.76342773,19.20991278,-0.630668487,3.454883039,8,7
NO,43.19951181,19.50606424,8.91993545,1.950367928,2.969757824,0.554213151,60.54126455,66.12722883,1.654889762,0.011657194,2.457055688,-0.011312513,3.373912811,17.3594873,13.43373889,3.213699044,1.584952487,1,28.74254036,11.19539192,624.7158203,33.00164795,18.02738667,0.35038778,2.634414434,8,7
NO,41.55375365,15.08735351,7.93731259,2.280741692,2.422157055,0.462666179,191.4351254,162.98235,0.973304719,0.001072557,0.973350406,-0.001189839,0.899848938,18.56047761,15.12707779,3.932059052,1.395761057,1,79.32958651,44.24891848,628.4829712,31.26202393,20.30599737,0.880978426,2.243299141,8,7
NO,40.39171477,19.91688186,8.040965514,2.167427063,1.795168876,0.633235423,107.465869,41.22965941,1.35056299,0.005385152,1.043448716,-0.003122259,0.656562805,17.48858944,13.49959028,3.0427002,1.891552574,5,65.51358032,50.11540027,632.46698,19.70373535,20.72364998,-0.355461269,3.934455832,10,8
NO,62.00089473,19.22304424,11.10449998,2.859168053,2.326401815,0.645678232,140.6086723,74.03092737,10.60271311,-0.005619707,7.895304918,0.00494931,6.300340652,20.84913085,12.10501182,2.483575341,1.726588042,5,107.4724731,78.29954288,630.9580078,41.71008301,20.75164223,-2.069669833,4.225306563,10,7
NO,43.89603638,15.44787289,9.158407698,2.358900785,2.820085404,0.611589231,208.6800192,130.9531982,1.546881497,0.003056054,1.657136619,-0.002920192,6.98559761,16.7305419,16.19797319,3.382902379,1.72918383,1,37.83102036,14.11829101,627.336731,39.25830078,20.71539545,-0.256511215,3.116578697,8,7
NO,41.0285042,15.1755368,9.855269481,1.868525028,2.016830906,0.448969508,205.7075275,70.82281242,1.3532601,0.002758923,1.400813282,-0.002744723,2.779571533,15.0379954,16.05793887,3.38710318,1.899228599,5,78.39363861,33.71844733,630.6955566,17.76922607,20.24099588,-0.529832186,3.29464406,9,7
NO,68.49453632,19.07089356,12.6688493,2.394355774,2.180442677,0.511704946,222.9060135,125.6626306,7.576209545,-0.006932963,6.936010599,0.007507656,3.360816956,19.53865131,12.56555164,2.257225185,1.726012572,6,112.1904602,272.3652136,629.937561,29.83837891,20.80276871,-2.745284148,4.42834406,15,5
NO,42.15511366,13.16260982,8.65046791,1.635273695,1.933169905,0.461861927,87.55348526,63.95760056,1.420481324,0.003803054,1.286904812,-0.003476366,1.966499329,14.77619943,15.57215485,3.821341721,1.929018255,5,75.21082306,36.52375562,629.1160889,16.24768066,19.88032961,-0.255860337,3.157236885,8,7
NO,57.45239963,16.64849912,11.15977386,1.661454916,2.134444203,0.446670925,184.5890524,63.27731514,9.499087095,0.007233377,9.534944534,-0.00427937,3.39304924,14.72806875,9.984327793,2.095274629,1.628147079,6,92.89303589,412.452266,629.121582,16.63739014,18.28811646,-3.49019509,4.490914441,10,8
NO,37.72201726,14.79083536,9.073401064,1.873758793,2.141872826,0.400628555,134.7988668,58.36266538,1.538057208,0.005429892,1.169164419,-0.005525459,3.072669983,14.93844864,14.32439616,3.324579471,1.890499635,5,70.45401001,39.76708826,630.703125,17.83758545,20.18859386,-0.632275848,3.376050276,8,7
NO,42.74684378,19.12117793,9.599676452,1.972148657,2.391831236,0.557618476,155.4284543,52.05555382,1.467852652,0.001704609,1.434104264,-0.001909831,3.535471916,15.12353132,14.29437476,2.828408644,1.867676452,5,40.0551033,20.35802918,627.5882568,25.19262695,20.22604847,-0.904553234,3.906293775,8,8
NO,55.53041521,21.17511927,12.6499701,2.403635502,2.60666257,0.492634673,104.3343589,105.0835274,7.054374933,-0.010739381,4.733445406,0.013501776,1.210809708,20.71060833,10.07430029,2.544169479,1.600315191,5,64.12024689,115.943147,627.4421387,40.91894531,19.72755432,-1.530366312,3.922938971,11,6
NO,43.99459317,16.6533621,9.897868014,2.218638182,2.670626123,0.597031469,162.4965442,37.08085184,1.286552072,0.005000651,1.087754607,-0.003902285,4.427395821,16.81775027,14.54056096,3.218611931,1.873550297,5,47.48051071,13.19535968,628.7025757,28.72979736,19.69334936,-0.667634131,3.698891756,8,7
NO,52.93513417,18.22180747,10.62201751,2.463491917,2.456255741,0.569280768,225.1145448,134.8100686,7.974378586,-0.010079209,5.131613255,0.005905532,0.609323502,20.84514026,10.29939759,2.415077861,1.467321833,5,52.61999512,148.6931031,627.7338257,42.32537842,19.04944563,-2.261143959,4.212561605,11,7
NO,39.71076936,18.62787899,7.842631816,2.172461748,2.412570421,0.518761284,178.1668591,46.35227729,1.27835691,0.002292364,1.145569682,-0.002952226,1.589511871,17.14986583,13.35710442,2.932930095,1.706248923,5,60.7349205,23.21542977,628.704895,27.48126221,19.93873405,-0.423251082,3.708963291,8,7
NO,40.07191616,10.70480447,6.868830135,2.110440254,2.99992961,0.438858021,104.8867428,87.77756228,1.624229431,0.003559619,1.359579146,-0.00336254,8.757403374,15.8943675,15.99129993,4.03854492,1.591750038,1,64.13204193,24.24491959,626.1268311,33.96496582,20.35253954,-0.124316336,2.853243243,8,7
NO,34.5943501,10.53896393,6.698173171,1.546516418,3.232417141,0.300505232,233.0657656,46.82171164,1.290259361,0.002274688,1.311510563,-0.002059141,5.57862854,13.31214765,15.36121249,3.82869546,1.696000488,1,104.7926011,60.29349531,620.3800659,31.07263184,18.69236994,-0.618207353,3.221705499,10,8
YES,42.01288027,14.31169208,10.09166361,2.387361765,2.876764304,0.552591077,214.6125955,70.05590244,1.612118542,0.001469625,1.531043172,-0.001675139,9.358828545,15.3002829,14.92729014,3.721165455,1.656587353,1,58.13798904,28.72428276,628.2268677,36.06555176,20.09259892,-0.266766989,3.285130155,8,7
YES,41.89216349,20.69499465,9.970576659,1.850418091,2.995738372,0.526538843,100.5091848,44.01406213,1.09988302,0.011018406,0.965257674,-0.01096549,0.789722443,16.26364183,12.12267381,3.140422842,1.819697738,1,23.06583595,7.720167449,624.3804932,30.30145264,17.19375372,0.283550606,2.921793742,8,7
NO,43.26896577,13.55604635,8.305215268,2.519268513,2.776040403,0.5838068,179.7869686,72.06195805,1.357252955,0.003182763,1.386896789,-0.003437096,10.69390202,15.71942129,14.42856556,3.547300163,1.624781324,1,43.70064163,14.41456057,629.4789429,35.51397705,20.85097933,-0.15023404,2.871210181,8,7
NO,46.8345185,18.51463124,9.843142398,2.640185595,1.971962327,0.726727349,112.1193313,81.22752141,3.50785327,0.003232071,3.224326491,-0.003335867,4.125976563,18.83948491,15.99597317,2.990120754,1.92883536,5,70.15200043,24.57214853,632.8097534,27.45397949,21.52359867,-0.817092837,3.970316479,10,8
NO,26.48491218,8.066482282,7.762913844,0.588248968,3.268719538,0.13555049,270.9242725,83.84179123,1.259848297,0.010421483,1.053991467,-0.009712593,0.887206078,14.25043331,14.01675052,3.941630657,2.117165207,5,29.86093402,21.68967808,613.2410278,11.1762085,16.39660835,-2.786369675,4.147685079,8,7
NO,40.19342726,16.36070905,8.440325552,2.199882746,2.031787781,0.658445781,201.500244,53.12635133,1.264064968,0.004689872,1.167299509,-0.003493403,1.243549347,17.78188639,15.77808046,3.008772054,1.868495887,5,94.78083801,84.36541617,632.4202881,20.27441406,19.959764,-1.144626389,4.053038268,10,8
NO,18.31467284,3.334905848,2.369019403,0.435453653,3.5091432,0.072480034,289.2988851,41.70267043,0.475612052,0.002352013,0.596488148,-0.00261601,3.79039669,14.90858574,12.80078357,5.189876031,1.616059779,1,24.46960449,10.83176796,605.96698,11.87658691,17.61394691,-1.078556689,2.320057269,8,7
NO,31.13783463,10.86584755,7.646983259,0.899661064,3.100396956,0.238761973,93.6008399,38.34006609,1.215656221,0.010121649,1.227014422,-0.008682276,0.951459885,14.39253242,13.08556709,3.617917453,1.774545503,5,28.92953682,14.79577246,617.3729858,15.3447876,17.09119368,-1.121901544,3.435625614,9,7
NO,39.30063798,14.78626702,8.731632617,1.623008728,3.174126256,0.404371135,205.8136653,54.98500744,1.351789355,0.003741856,1.565938532,-0.003762777,2.269779205,17.00706668,15.76121235,3.203219544,1.631153886,1,62.61466599,35.10646713,621.6900024,30.09832764,20.18689871,-0.609841667,3.285203416,8,4
NO,37.40499564,16.54951618,8.712799306,2.136573076,1.883046759,0.510750484,242.2812092,70.45448953,1.477273405,-0.00284899,1.469361067,0.002154371,2.608473778,16.78700777,16.80567411,3.132637545,1.991403516,5,61.55615997,22.87268867,632.2841797,19.52093506,20.07288647,-0.97423879,4.013564012,10,8
NO,45.87302264,15.9621963,10.90354661,1.736771584,2.688372411,0.425760992,157.9950913,139.5585466,1.321221352,-5.00493E-05,1.425988138,0.000119087,2.269175529,13.81632795,15.77563173,3.3824229,1.999944409,5,29.89583778,9.331889141,625.6491089,23.59179688,19.92109966,-0.840395591,3.565945238,10,7
NO,20.60940752,6.587914649,3.807765764,0.541621923,3.566049232,0.137345471,152.3967925,33.43241088,0.64879404,0.007428016,0.639617503,-0.004665722,0.414213181,16.94626698,10.37904543,3.718711647,1.54080834,1,35.2703476,35.9632594,607.0756226,14.96484375,16.66755843,-1.810918606,3.438485748,10,4
YES,44.7539026,11.53804384,8.661248069,1.755506754,3.006868506,0.418241099,103.0315375,68.14831038,1.426668227,0.003247199,1.650138736,-0.003230608,6.262655258,14.6221479,17.50918227,4.161336916,1.709659827,1,82.19903564,27.87554589,622.4650879,33.15582275,20.42541742,-0.031442135,2.824648192,10,7
NO,42.27530958,15.4599845,10.08744074,1.869935513,2.80753324,0.489679216,242.3424306,94.38951047,1.732562304,0.00317231,1.757308722,-0.003744481,3.25180912,15.99409473,16.08774614,3.345349157,1.889069447,5,37.94665527,13.44739271,626.1564941,25.93981934,19.80317068,-0.744665102,3.490191153,10,7
NO,42.34439514,20.04710892,7.784515688,2.467246532,2.201721041,0.685647231,75.69173686,39.88025437,1.350259542,0.000945603,1.272108912,-0.000783214,3.844129562,18.03556215,13.84818929,3.424692718,1.3292233,1,62.0288353,26.35160168,629.4846191,33.65478516,20.86241674,0.870700956,2.779300269,8,7
NO,39.20099385,18.64055431,8.266865769,2.033364296,2.599091352,0.48590987,254.5936904,34.61983271,1.677817225,0.002958991,1.695581019,-0.003450748,3.090312958,16.53548887,14.05901164,2.971429055,1.541925702,1,41.90546036,18.90991973,627.1400146,27.96234131,19.87344599,-0.133893075,3.168494291,8,7
NO,35.09765416,15.17300692,8.310769839,1.620746374,2.548964566,0.44554522,109.1677502,120.9601195,1.553765774,0.002724986,1.650889814,-0.003014824,1.69311142,16.9195029,15.08147484,3.541907455,1.762863982,5,71.2010498,34.41076487,624.4631958,23.0501709,19.82158422,-0.045118673,2.926874643,8,7
NO,49.19233064,17.24825018,8.789454591,2.206320524,2.6318944,0.623605837,112.5583206,44.69049505,1.779054284,0.003246216,2.251818538,-0.001442802,5.474740982,16.89392417,14.20925307,3.243437516,1.591104783,1,48.54509735,21.44976843,626.9336548,34.48260498,20.3834877,-0.020833351,3.174635221,8,7
NO,47.54419166,18.49070774,9.41847146,2.132077217,2.446513965,0.559883604,249.1875595,51.28732056,1.41125834,0.003660494,1.405888677,-0.004072506,4.488760948,15.38259206,16.49432325,2.855615059,2.015864021,5,62.6774292,26.56201609,628.9482422,25.85040283,20.38478661,-1.224760408,4.096151654,10,7
NO,35.29018334,12.42870804,9.4858226,1.337340117,2.814314707,0.392174008,98.7956656,87.1206804,1.280382097,0.004443286,1.190232933,-0.003376254,7.880587578,15.62413958,15.21076602,3.430896316,1.960710457,5,76.42579651,36.77847639,622.508667,19.42419434,19.60250044,-1.828514375,4.104858449,10,7
NO,35.68898582,16.7192426,8.57668311,2.240014791,2.645195774,0.417328448,265.2426238,84.08725926,1.457161963,0.001286583,1.182459295,-0.00326629,8.361549377,16.46720264,17.38656098,2.94787445,2.004951331,5,74.55072021,39.64897276,629.9083252,26.03845215,19.73536062,-1.356640596,4.117087611,10,7
NO,40.1870329,17.32043297,9.717942321,1.850816727,2.765080242,0.561833248,156.7905477,147.7498738,1.225362837,0.006100705,1.036789536,-0.006089456,4.829328537,16.41693155,14.78814292,3.287170062,2.040392355,5,42.1327095,12.6988097,626.0059814,25.78131104,19.32976055,-0.632790583,3.637085623,8,7
NO,40.59157471,19.41067843,9.263092114,2.314464808,2.455989808,0.585356358,253.4477357,96.23079862,1.4734689,0.001113568,1.464506388,-0.001437103,2.563098907,18.03895375,14.38592449,3.058766996,1.560107578,1,71.65399933,26.13977397,628.5151978,32.23773193,21.24109936,0.21006704,2.836341452,8,7
NO,36.4706677,15.13936778,8.33218703,2.126367569,2.464167191,0.560451223,162.2207375,46.65142907,1.582022727,0.002372163,1.953065336,-0.002595973,2.990291595,16.61090887,12.13531986,3.384331095,1.562812063,1,32.34680939,8.54085898,627.3717651,30.06976318,19.16180992,-0.08194089,2.973015514,8,7
NO,35.27603621,13.31832976,8.059541563,2.063928843,2.703422903,0.577297765,65.1304372,78.90827934,1.269039571,0.002125457,1.24042511,-0.001949742,3.061686516,16.68467559,13.26171762,3.666546154,1.683896016,1,48.35032272,25.93135187,627.3713379,28.19250488,19.44944143,-0.208857716,2.973754383,8,7
NO,41.80876438,17.78504077,8.849575746,2.429242373,2.329286313,0.624517664,92.12746947,64.03403145,1.628528237,0.001851464,1.395952702,-0.001825302,8.300017357,16.84063461,15.79038805,2.855133326,1.871924182,5,81.5954895,41.17371606,631.1340332,27.25866699,19.95528316,-1.216442219,4.145051986,10,8
NO,40.14779439,16.52642153,10.17332415,1.880942822,1.98553672,0.435090438,232.6498048,104.142438,1.676411271,0.001579745,1.469023526,-0.001604682,3.464223862,14.66418483,15.13094723,3.265378155,1.956411838,5,49.64570236,16.10860193,630.7532959,17.87799072,20.02468204,-0.708418166,3.575505028,8,7
NO,64.95837238,17.45088462,12.12949182,1.833235741,2.034492613,0.469357211,168.9035571,128.844453,13.39065695,-0.002232268,15.49169922,0.001208359,4.511609077,14.7422287,11.77330005,2.244810433,1.829168293,6,136.1139526,405.0684176,629.0024414,19.6229248,19.77034092,-3.147378562,4.507033013,10,8
NO,45.15628903,15.67979723,8.793181501,2.45430851,2.502090091,0.76487706,257.6831887,106.4349136,1.256021619,0.002458157,1.210868299,-0.00218955,8.624523163,16.62131299,15.23628438,3.570348525,1.635280688,1,48.1174202,17.37432527,629.491333,33.19671631,20.83843088,0.157263642,2.895167452,8,7
NO,41.69520091,19.159511,9.642454423,2.543517113,2.191050801,0.654276921,265.9257109,88.68463983,2.202328563,0.002195935,3.223793387,-0.001789168,4.055505753,18.45801072,15.29672801,2.927440571,2.032750452,5,83.1353302,35.23610142,632.2481079,26.86767578,20.58567429,-1.147856484,4.2668023,10,7
NO,48.84010715,16.01833166,10.52918011,1.875198126,2.083294546,0.555302693,262.5044373,58.50990802,8.436465263,-0.002566262,7.165196419,0.000648314,3.055646896,18.29562953,11.07103491,2.408122847,1.676368336,6,69.08413696,290.3913202,630.109375,18.68249512,19.263134,-2.621717481,4.304904709,15,4
NO,42.50856124,16.70589134,9.338325344,1.929337263,2.927376682,0.464789802,277.0980417,59.78544888,2.066065371,0.005024986,2.715732574,-0.0079608,4.99812603,15.89541484,15.23764014,3.346365522,1.673970151,1,41.61763382,18.98339161,624.7113037,32.17163086,20.060709,-0.059870554,2.970267132,8,7
NO,68.95143832,17.09699305,11.71243858,2.724480867,2.377603199,0.546198129,204.6016093,108.2389521,10.85185337,-0.00636458,12.36324787,0.006547375,7.710323334,19.25024925,11.44329906,2.55834065,1.657061938,5,134.6176758,47.19312387,630.1555176,40.4309082,20.79708385,-2.55102411,4.333039575,11,7
NO,41.43200177,16.42513566,6.744175738,2.484769583,2.579765044,0.673427619,70.59789303,59.45184185,1.471537888,0.001686763,2.087812901,-0.001480584,3.722333908,18.49016635,15.98009777,3.865983697,1.378179258,1,58.45402145,23.05907908,628.8288574,37.18841553,20.32475376,0.930457996,2.559682241,10,7
NO,67.14661711,18.22952736,12.19478284,1.798990488,1.795434831,0.434619066,194.403094,109.4673027,11.50014496,0.00286066,7.911367178,0.000205455,3.195186615,13.90504566,12.67602968,2.282708178,1.823408392,6,202.3699646,502.9342792,630.4938965,17.00305176,19.92391729,-2.864123157,4.422023517,10,8
NO,41.52998638,17.76534385,10.13622413,2.031402826,1.983974877,0.590619209,102.962222,94.32070684,1.556067169,0.003777636,1.609163105,-0.001882617,2.785943985,16.81505937,14.80086952,3.191793078,1.813599971,5,157.2744598,48.56664168,631.302124,19.40197754,19.78083944,-0.463274589,3.606222997,10,8
NO,40.44122597,19.40220845,8.87891306,1.667495251,2.25963542,0.473294993,190.7454301,30.31130207,1.489591122,-0.001724836,1.348916292,0.001268927,1.349283218,16.16398952,10.90428209,2.612201491,1.648039094,5,61.45098114,134.7997402,628.8917236,17.01342773,19.41630411,-0.91723357,3.848223224,8,8
NO,27.83215222,11.06186988,6.508487599,0.780750275,3.181601374,0.219035265,239.7103764,136.9370569,2.661202431,0.018242555,2.047767818,-0.015952419,0.948792458,15.41446249,12.54149246,3.684013624,1.998539773,1,30.59044838,14.60634744,614.4486084,15.28820801,16.99250889,-0.775127446,2.700160277,8,7
NO,34.24914495,14.89070689,8.955605596,1.615450144,1.807208707,0.457405015,118.2516765,49.01680348,1.373546839,0.000223235,1.381337911,-9.59957E-05,2.733580589,16.38811288,13.2509993,3.372174689,2.039518837,5,64.75957489,25.06001473,629.7682495,15.23449707,20.00560856,-1.05206042,3.903720373,10,7
NO,67.78374427,18.59763517,12.7753929,2.179408073,2.107085036,0.508474668,108.370815,60.96928579,6.682875156,-0.005615518,5.834865093,0.006034036,4.868625641,19.63424834,11.73498213,2.249954782,1.640621652,5,56.30418396,104.89331,628.3769531,28.58679199,20.30662632,-2.777378207,4.407227887,8,7
NO,36.57177411,19.1827499,7.922593805,2.078254461,1.681863942,0.584243587,301.5837479,81.60513427,1.182501376,0.001966288,1.051330775,-0.002481639,2.082284927,17.14191776,16.35912299,2.949301125,2.089717249,5,72.6272583,41.95210744,632.6625366,18.12988281,19.90194559,-0.990548169,4.274902242,10,8
NO,69.18307989,20.29386254,12.95567776,2.904117823,2.086059695,0.564983943,136.4573877,84.0331318,10.98079443,-0.004216657,11.4964869,0.005748948,6.271360397,19.92835627,12.42885554,2.243042979,1.756272586,6,97.09698486,214.5937916,629.9619141,52.75860596,20.21328497,-2.408755996,4.275073084,10,7
NO,55.2394392,19.1729486,12.22361503,1.815868616,2.164509227,0.452942896,237.2616859,119.4488782,8.735221386,-0.003722423,6.995706558,0.0026216,5.390936852,17.93797814,10.81552088,2.167669075,1.629221317,5,63.82569885,76.86859987,627.1850586,22.3973999,19.43694639,-2.661738963,4.432087723,11,7
NO,43.84274251,17.2027799,8.528358145,1.921678782,2.041258134,0.540528484,238.5405078,79.25911134,1.235034645,0.004311348,1.19950217,-0.001974754,1.883237839,16.24896087,16.13810611,2.897536492,1.897195316,5,92.54538727,40.87649171,631.0308838,18.1116333,19.82528734,-1.289314241,4.261601203,10,8
NO,41.62264299,17.30085711,9.462186294,1.98724556,1.806662652,0.576884925,149.2995819,41.03395786,1.145844877,0.001480714,1.109077841,-0.001818728,3.455617905,16.40448947,14.71769714,2.99147953,1.953122746,5,78.53251648,37.53611013,631.5800781,18.32623291,21.0155592,-1.101339195,4.131531068,8,7
NO,40.308632,14.46775816,6.237680654,1.938929558,3.137239626,0.430875771,67.97837845,42.81884316,1.41628027,0.00787386,1.372683704,-0.006188861,0.797439575,17.53248218,13.24598497,3.620963522,1.431276371,1,42.50699234,15.82391612,624.5563354,33.13922119,18.5587697,0.150113654,3.050607189,10,5
NO,65.24361761,21.06592509,11.56419601,2.416297436,2.290672817,0.610296933,118.8975468,59.39915512,9.462061405,0.004040392,7.532612324,-0.00387987,4.436432838,17.44360706,13.65616703,1.887755822,1.673645359,5,82.29191589,34.63625214,632.5562744,23.64831543,19.87354279,-3.003440714,4.646936527,10,8
NO,54.02968721,15.61302992,10.16855068,1.426916122,1.859668246,0.444655988,186.9181248,50.8574487,5.956653595,0.001547682,4.141608715,-0.002578541,0.87064743,13.41032207,12.35172784,2.276066354,1.706099366,6,88.04391479,524.1558143,630.170105,12.44219971,19.18828821,-3.197935147,4.502293644,9,7
NO,73.09887261,17.35019868,10.81629712,2.416395903,2.223582043,0.637360082,208.5593887,61.12582677,8.157787561,0.004956084,6.16034627,-0.004902141,5.553139687,17.84632511,14.52185178,2.167927547,1.687148829,5,93.11778259,45.98869178,632.6757813,23.40338135,20.24914646,-3.104756321,4.586947971,8,7
NO,32.22944133,8.259640546,6.077266061,1.585919619,3.236820359,0.226545071,253.7133457,49.09040546,1.463870823,0.005747022,1.342907071,-0.005724413,4.427144051,14.77919963,12.39121777,4.075839064,1.694822403,1,31.05333138,8.612611284,622.7472534,25.81756592,18.29798651,-0.631071835,2.746847132,8,7
NO,65.8966523,17.66504889,12.24199048,1.847417355,1.998925045,0.491946825,143.608531,65.62704173,11.08518219,0.001860521,7.746444941,-6.33875E-05,3.800289154,15.95414466,12.16443777,2.31022337,1.86376071,6,160.161438,379.0376691,629.8657227,18.58282471,19.54695415,-3.089060674,4.49084514,8,7
NO,35.24845794,17.22421579,7.475428383,2.187361002,2.084248312,0.576950272,148.9403517,35.57187624,1.056435823,0.001875008,1.304573357,-0.001275511,1.391532898,17.48510868,13.69488333,3.244179901,1.266759954,1,30.39888763,10.71208871,629.3301392,26.23284912,19.83060598,0.185348723,3.071545668,8,7
NO,44.00432438,16.37675875,10.28325099,1.968403339,2.283771437,0.543429621,243.4188018,77.94107295,5.379474401,0.003023279,4.952334166,-0.002944754,2.517792702,16.0679595,15.16225302,2.932918108,1.95108484,5,42.00453186,14.17251443,629.7717896,20.7946167,19.9371438,-1.44129697,4.260101886,8,7
NO,42.01366515,16.91890116,10.07763289,1.749290705,2.019072588,0.514486496,85.71463567,82.41898444,1.222915053,0.000475705,1.271830648,-0.000721304,1.24093914,15.3771499,14.89538127,3.31439823,1.845880405,5,64.65311432,136.6534651,629.4591675,17.57348633,19.6870575,-0.410028286,3.476736307,10,8
