Landslide,SlopeR,SlopeM,SlopeSTD,SoildepthR,SoildepthM,SoilDepthSTD,AspectM,AspectSTD,PlanCurvR,PlanCurvM,ProfCurvR,ProfCurvM,RelRelfR,RelRelfM,TWIR,TWIM,TWISTD,SoilType,DistRR,DistRM,Rain201321MAX,Rain201321R,SPIR,SPIM,SPISTD,LULC20172021,NDVI20172021
NO,42.24404301,14.92236951,8.398997547,2.102707148,2.533658673,0.488748363,122.038863,90.71452649,1.379149795,0.003071836,1.371117771,-0.003146043,10.07316113,13.19618415,16.36083108,3.25350854,1.977868677,4,54.44607544,18.17109689,629.6662598,23.58776855,20.11979818,-0.987912025,3.87257607,8,7
NO,46.53841641,14.25222283,9.388538232,2.136643887,2.517396737,0.522127494,227.5850865,95.52993397,1.488660634,0.002511378,1.487542808,-0.002705204,11.57355356,14.43306906,17.44186664,3.461890941,1.922356075,4,64.15656281,19.17518615,629.7382202,24.14672852,19.9246192,-0.834536628,3.604909856,10,7
NO,43.57273723,17.30447645,6.903136932,1.322635412,2.408163321,0.367911104,288.890654,33.54473179,1.080893397,0.008987425,2.060443819,0.003350202,2.76266861,13.00328353,10.65745246,2.793701632,1.447717645,1,17.25386047,4.697598719,625.2189941,15.61352539,19.14805508,-0.653067099,3.507947124,8,4
NO,67.46247531,13.0058207,10.54758315,1.502780199,2.535541609,0.334800057,166.4509312,88.20154422,16.54926109,0.002948081,12.05150461,-0.001400441,2.218978882,11.16096825,11.94642317,2.245697698,1.615324698,4,62.05599594,29.35319487,623.2158203,22.38812256,18.49889088,-4.06900665,4.495423241,8,7
NO,37.33229838,12.22070616,6.699547188,2.368861437,2.512750846,0.502913914,152.9416234,55.39804828,2.272622347,0.000152158,2.522911429,-0.000151631,3.401762009,15.1225075,12.93448874,3.355327121,1.541887418,2,48.47099304,18.0949973,626.0515137,48.98693848,19.46157885,-0.986503044,3.798763273,8,7
NO,34.91758296,11.56206914,7.297266112,0.628907919,3.691728459,0.149357177,205.5120599,90.1430327,1.717755258,0.009410111,2.373379707,-0.009230548,0.215827942,16.32950836,12.7735512,3.092296475,1.635597528,2,47.27223063,23.60135878,603.1837158,26.15991211,17.84966993,-1.690073904,3.639477627,4,4
NO,66.52521381,13.72279485,10.41971433,1.408413887,2.513234387,0.320635569,166.0309042,123.9063277,14.21588135,0.006182287,11.87582445,-0.004626483,1.150665283,11.48172366,10.16347158,2.170059746,1.536142742,4,62.06175184,40.05033968,623.0697021,20.25140381,18.71986103,-4.002657468,4.444370117,8,7
NO,43.68447184,7.988851523,6.518992094,1.144194126,1.968158255,0.160684847,152.8030103,86.55236268,1.607848465,-0.002984152,1.649656653,0.003117248,9.794911385,10.78295162,13.34109622,3.164888503,1.616502542,4,56.41396713,14.78279719,628.6312256,10.23364258,19.33054018,-3.324092225,4.366367891,8,7
YES,49.73894952,13.52246851,9.154381273,1.903024912,3.285026606,0.553213127,162.3096619,68.57929786,1.895298362,0.003543229,2.746163011,-0.003658412,1.536759377,16.30083964,14.64732063,3.082006298,1.605879034,2,53.96318817,15.6023045,621.8967285,45.25512695,21.54275131,-1.316953363,3.761140444,4,4
YES,39.19385975,18.15600605,9.239572545,1.721771717,2.372693902,0.455995158,131.0956284,42.03092967,1.3067711,0.001139475,1.363611579,-0.000407287,1.834483147,15.9935323,13.57354993,2.865856648,1.692523098,4,50.29316711,21.56691214,627.4202271,20.03912354,19.07367897,-0.858063745,3.919212464,8,7
YES,47.10999361,14.82916418,9.847112518,2.197883368,2.477350947,0.610116869,101.541547,95.31632229,1.710715532,0.001370392,3.378861904,-0.000411734,5.131662369,14.90301475,15.8857339,3.167058428,1.756819599,4,44.22447968,14.86283705,629.684082,25.61602783,19.46427441,-1.077664327,3.936791654,8,7
YES,39.39178037,20.10598204,8.067548888,2.001483917,2.432978087,0.530889961,215.3719744,146.4286742,1.182927728,0.007206837,1.145514488,-0.007768177,1.823797226,16.81403459,14.1080448,2.643397808,2.033091655,4,44.71707153,16.59491063,629.4372559,22.00610352,19.57685995,-1.323907014,4.242687931,10,8
NO,35.92649421,7.638112435,5.846047081,1.188204765,1.932526922,0.20406572,217.7785449,118.4665628,1.579127848,-0.000384382,1.511284411,0.000265838,9.54101038,10.00281277,15.48277026,3.29344901,1.768041028,4,54.92267227,14.34530708,628.9506836,10.53631592,18.93101168,-3.330878348,4.373002489,8,7
NO,42.58443458,12.11133443,6.842259778,2.047157288,2.515895556,0.411927844,182.3839224,80.85424969,3.06822443,0.004984594,4.056507349,-0.0027,5.574555397,14.70480206,14.86516255,3.524438954,1.594894563,1,58.08579636,21.9758388,629.0839233,23.62939453,19.45121861,-0.622714684,3.431696516,10,8
YES,43.26471095,13.95419403,8.357728136,2.102490902,2.4826629,0.500419724,246.7220283,82.66146629,2.651873589,-0.000391885,4.296265483,0.00018557,6.344069481,12.93477799,15.22511029,3.300302563,1.61138996,4,76.93415833,28.34749375,629.031311,24.96466064,20.46454906,-0.738388219,3.491884989,8,7
NO,39.30591211,11.80562989,6.650818353,2.259031057,2.469938885,0.441173793,137.3967128,65.94489291,1.557165265,-0.0001862,1.423511505,0.000115796,4.07704258,14.27745488,13.19696397,3.266111604,1.51595126,4,90.87458801,27.16424079,625.7972412,43.10345459,20.25293303,-1.152390045,3.654525724,8,7
NO,38.64464392,16.3779679,9.714721615,1.860354662,3.209762094,0.541627094,72.57155646,62.74511438,2.717840195,0.005814512,2.589882016,-0.006833434,0.769806862,16.26229238,15.28411344,3.059234681,1.774930822,2,52.17446136,15.05224111,621.5205078,44.50775146,18.4770937,-1.062385536,3.905308597,8,4
NO,40.6583587,13.62108863,8.337276454,1.519919634,2.188271296,0.460402006,202.6124732,45.06940397,1.178656995,0.00056146,1.178242981,-0.000413801,2.960136414,13.40900123,13.24119177,3.282231522,1.562150451,1,21.63850212,6.16573853,626.8624878,17.11773682,20.10653543,-0.801557382,3.591371136,0,4
NO,40.36486401,15.05769223,8.923233396,2.350628138,2.591248399,0.481569241,169.6912365,148.8277868,1.54651016,-8.07876E-05,1.572290242,0.000210637,3.53307724,15.09311845,14.04607129,3.331011619,1.588607075,2,44.86003876,16.48537284,626.0256958,47.75793457,19.0737009,-0.540899562,3.535037668,8,7
NO,49.32246513,12.49161006,6.802267455,1.901410341,2.751208865,0.530935568,216.8578844,39.15100613,1.272608578,0.000946571,1.380101562,0.00013809,2.294494629,17.32435034,14.77528143,3.299701585,1.605001757,2,68.4958725,25.82122334,625.4887695,28.65258789,20.63253641,-0.796915608,3.414714778,4,4
NO,40.91496548,12.7703346,6.817404126,2.200161457,2.555243747,0.427833185,228.2130865,129.9181494,1.525528133,-0.000306686,1.51095295,0.000422799,3.729040146,15.62075298,16.22735301,3.319750177,1.627373758,4,77.22709656,25.22269373,625.3053589,42.68310547,20.20618296,-0.911925531,3.635301035,8,7
NO,43.24055957,16.95587554,8.376554275,2.250268936,2.293279076,0.610751847,111.9267918,48.00806179,1.436681032,-0.000384496,1.438626766,0.000669797,3.009074211,17.55953941,14.44005412,2.967881897,1.687500911,4,48.56592178,17.88654145,630.6490479,24.53448486,19.80080891,-0.743413376,3.796900803,8,7
NO,72.71471494,14.70865219,11.79586409,1.435499907,2.300893309,0.319482178,164.1506984,116.8283246,19.16300964,0.005619703,11.49098015,0.000895591,2.788905144,10.57916813,11.75422692,2.131651247,1.574083935,4,42.18866348,10.22636864,625.0232544,17.95147705,18.77478218,-3.853996099,4.375738367,8,7
NO,65.68567181,17.80186968,14.03058645,0.459418058,1.944274067,0.089856014,149.6633321,93.4714947,15.72277308,0.026396829,10.02332783,-0.0126101,0.587358475,11.86213441,8.81489706,1.908080662,1.560882228,5,26.79278564,33.76139532,625.2005005,4.228149414,17.47448397,-3.592793469,4.260620578,8,7
NO,47.08783833,14.46284101,9.078626654,2.364124775,2.872870085,0.770157481,237.9795537,88.05233352,3.038412809,0.002077472,4.344843864,-0.0022867,2.30711937,16.4847701,16.50499034,2.998918811,1.730227976,2,70.62599945,19.2141421,625.8635254,50.39599609,21.13080406,-1.41582714,3.991222914,4,4
YES,43.48472255,14.76179164,8.585197912,2.403583527,2.538728877,0.607453015,139.1317809,65.23831663,2.499321699,0.000884188,2.881884217,-0.00039601,3.574658394,15.74837909,15.72939533,3.209164526,1.696170433,2,77.40145874,28.34798071,628.5665283,35.18609619,21.3706069,-0.820174483,3.713073092,4,4
NO,50.91478061,10.90296235,6.483618899,0.980792046,2.914870309,0.237003041,250.2755728,47.47004125,8.51362586,-0.003752264,6.217658281,0.001485247,1.621729851,12.62498487,13.7671836,3.120352392,1.998254986,4,33.38589096,9.065605786,618.890564,15.66772461,19.57484961,-2.125977884,4.306724584,8,7
NO,66.91369188,15.91492984,12.37676974,1.517650604,2.384942249,0.334990239,140.5109054,96.7922842,13.85446453,2.60795E-05,12.67845821,-2.44113E-05,2.810711861,11.89749361,11.24532783,2.153397727,1.570486792,4,70.83768034,37.03724686,624.3123779,20.79150391,19.40435886,-3.467818718,4.276265994,8,7
NO,39.63129596,14.35384474,8.417938492,2.284665346,2.391706352,0.521317237,214.2958732,53.40342572,1.548472822,0.003433689,1.333989978,-0.003197909,6.422690392,13.87500438,16.67416853,3.265806243,1.92047431,4,93.00189209,37.31660511,631.4711304,23.45953369,20.68236542,-1.010576449,3.834224686,8,7
NO,33.13033761,11.89907092,5.402278997,1.102666616,2.602806567,0.292658395,72.36554171,46.66300319,1.151732385,0.006241077,1.124506593,-0.000496354,3.467189789,13.97928071,11.39976186,3.300224272,1.450105754,1,48.15709305,21.40225414,622.8583374,14.11328125,18.99971008,-0.812069601,3.315640629,8,4
NO,45.91167419,14.19907299,8.386625103,2.545175791,2.547635849,0.652204554,247.1878551,85.74214785,4.232996464,0.000858779,3.878005266,-0.001312691,2.293541908,16.37893606,16.66324133,3.279678823,1.697732721,2,72.91901398,28.96586458,629.5485229,36.16918945,21.06975603,-0.782601948,3.547572709,4,4
NO,28.04586121,12.84900576,4.986492105,1.016177177,2.480519103,0.255047298,263.796858,104.7172092,1.357186437,0.005674488,1.241879404,-0.006238544,1.343091011,11.51846976,15.19839658,3.40064594,1.541800587,2,34.52393425,22.18246629,622.5397949,12.85662842,18.26403904,-0.21616881,2.646892194,10,4
YES,43.74525273,11.49429299,7.683699601,2.010445356,2.183415044,0.411713409,141.0407198,74.34432381,1.497027755,0.000639774,1.552846789,-0.000572053,4.328208923,11.86113084,14.87557679,3.215943315,1.573507702,4,55.53896713,20.84113514,627.3555908,26.74755859,19.66206694,-1.637526131,3.941971902,8,7
NO,69.22400057,15.41636379,11.56901087,0.683588028,2.01215407,0.114491396,208.8466521,107.0078932,13.65103149,0.011355539,10.39511824,-0.013242629,1.027181625,11.28157179,10.14429772,2.212555307,1.585618604,5,41.92958069,10.00030372,625.5756836,6.50970459,18.40429544,-3.113337318,4.114330845,8,7
NO,31.64406128,10.48907649,6.316584987,1.123505592,2.388572295,0.234624617,116.0150842,61.99107898,1.15881294,0.000511929,1.124971449,-0.000130966,2.425580025,10.88120916,11.62012593,3.700258176,1.496257375,2,29.25390434,10.19120596,623.5324707,13.84753418,18.52326632,-0.50907102,2.885169774,8,4
NO,36.52619414,9.593636044,6.321311479,1.428968191,1.737128205,0.310199274,164.8389162,72.13888239,1.44215101,0.000281839,1.658539712,-0.000608249,6.743720055,12.51604373,16.36397719,3.134555026,1.539374099,4,42.40909576,15.37319775,629.0252686,13.44281006,19.45666742,-2.245445187,4.008394149,8,7
NO,36.80841856,17.97527165,7.925012976,1.969793797,1.909736193,0.564120164,82.88796276,71.52736107,1.226455092,0.003397857,1.176654339,-0.00319153,3.65043354,16.29647104,15.20984441,2.997539122,1.85646309,4,82.53289795,62.6565144,631.4061279,18.31060791,19.37736177,-0.56026799,3.600216396,10,7
NO,36.21910448,15.44976058,7.786106354,1.582422972,2.051187039,0.394109494,207.6219934,60.68236494,1.754509151,0.001514844,1.522142708,-0.001669609,4.247179031,15.59467548,15.3139075,3.08730772,1.75960378,4,75.08076477,25.31981139,628.8292236,15.78668213,20.18809271,-0.78746008,3.638651165,8,7
NO,62.30959041,15.77427275,11.20750442,1.384576082,2.423755601,0.357133842,157.5347579,68.62958356,17.78982735,-0.003313672,14.5948267,0.007493901,4.027369499,12.68783433,9.649491072,1.969602694,1.509010629,4,76.18582153,44.71253005,624.6265869,17.47247314,18.80781603,-3.895753126,4.40862691,8,7
NO,55.25140377,12.14567914,7.559578321,1.276714325,2.636331601,0.300514843,206.4668472,116.7445611,3.901851177,0.004285183,3.427099586,0.00133206,2.455595016,10.94805506,16.2779187,3.365638329,1.560495715,2,36.79229355,11.29113643,622.8800049,17.52880859,20.15454388,-0.892382961,3.340239622,8,4
NO,35.58364363,11.25988257,7.407486442,1.680287123,2.065960225,0.492254573,209.8510571,127.8311892,1.347767174,-0.001492854,1.490536749,0.001568899,2.425370216,12.78639889,15.17497876,3.594190132,1.651600451,1,33.57713699,9.095915088,628.1139526,18.246521,19.83455563,-0.970755626,3.553408134,0,4
NO,43.56458355,16.96461518,9.418350294,2.60901165,2.168110462,0.785902121,218.1584222,141.2151134,1.156345189,0.001749318,1.084357381,-0.001375271,3.273687363,18.11959213,15.57415807,3.095234152,1.85659264,4,42.23656464,15.53814956,632.8379517,26.7232666,20.66216326,-0.819949241,3.824522817,10,7
NO,42.9343887,12.61278299,7.620787449,1.817115545,2.387207233,0.353661533,235.4583671,111.1271556,1.62267381,0.00173218,1.52770853,-0.00172452,4.311501503,13.49543039,15.84249496,3.454960751,1.609046113,4,50.34674454,15.09903818,625.5096436,26.05010986,20.68739223,-0.706350616,3.332770511,8,7
NO,39.79558179,16.92293977,8.649151737,2.190460205,2.582054462,0.565553386,224.2031803,49.84437588,1.622219324,0.002076511,1.986557245,-0.001985754,1.347267151,15.87299023,13.10389331,2.911648426,1.612175208,4,47.78239822,19.46801584,626.0629272,37.77563477,19.61370754,-0.847448471,3.761539426,8,7
NO,42.55794775,13.12790942,9.941164329,2.274488688,2.375815136,0.582865803,163.5147989,137.4622017,1.298984528,0.000680628,1.191868603,-0.000949129,4.940386772,14.20893014,15.26995754,3.617419418,2.11313239,4,118.5236969,68.42162122,631.4262695,23.359375,20.36445045,-1.340142115,3.799742504,10,8
YES,70.53793275,15.37081062,10.9368465,1.346527815,2.329864111,0.312811645,229.2578211,95.42014425,17.99605942,0.012812323,16.93581915,-0.007721095,4.071221352,11.34255355,12.79887497,2.141771953,1.619931672,5,61.01541901,26.85793301,625.6155396,15.59082031,19.92650795,-3.473625239,4.398580977,8,7
NO,40.39726576,15.0725127,9.658529503,2.044084072,2.508751799,0.512731597,94.97933473,78.92626353,1.383215606,-0.001047845,1.427226961,0.000977344,1.202642441,15.82973408,15.96541679,3.18213941,1.636046509,4,43.52806854,16.65936325,625.3078003,34.57421875,20.12311363,-0.853047664,3.662762314,8,7
YES,37.36194973,13.28005783,8.274651443,1.253686666,2.739734681,0.335856675,198.3823829,36.2428857,1.200203419,0.00173707,1.041339338,-0.003127963,1.133123398,11.11005202,13.207748,3.237820801,1.748310955,2,38.62461275,21.600718,622.5264282,17.49151611,19.34034681,-1.099203644,3.65913096,4,4
NO,47.89719149,19.63473643,10.97609218,2.17438221,1.989463169,0.656579386,181.5716389,50.42868122,1.098822206,-0.006142804,1.712502539,0.007359845,2.059382439,16.88266591,13.8765077,2.957310682,1.541829026,4,63.6285193,26.19224044,629.6776123,25.10174561,19.87134886,-0.395192792,3.72690251,8,7
NO,66.47394742,11.86700359,8.785005861,1.175833941,2.180368538,0.26443772,198.4191932,71.41596136,11.29972029,0.005842696,10.63869524,-0.011285629,0.840029716,10.83924045,11.90551543,2.414550336,1.583774416,5,32.54416656,13.76749111,624.7553711,13.60131836,17.74728107,-3.673720151,4.384137045,8,7
NO,47.38302843,18.67811585,9.004208271,2.07439971,2.360066313,0.630813015,273.6449765,33.72516021,1.046332002,0.004092832,1.120125711,-0.004586511,2.941473007,17.98378835,13.42879874,3.221047857,1.694199374,4,55.93275261,42.09087113,628.9932861,24.41699219,18.48441458,-0.000447344,3.293455478,8,7
NO,39.8649614,16.44685922,8.501752227,2.192399979,2.426120021,0.588680573,216.720059,65.82526874,1.33496356,0.00143901,1.374186575,-0.001751691,2.441497803,17.62938744,13.57997829,3.03496474,1.708996263,4,67.68746948,26.5839947,629.7109985,25.42779541,20.0736289,-0.760819077,3.748946239,8,7
NO,35.87940047,11.45265863,6.358502699,1.565361738,2.548106406,0.398134808,232.9911473,75.17773095,1.405529737,0.001366911,1.655228138,-0.000548352,3.077360153,10.79194113,14.9413189,3.707146241,1.5594666,1,130.4361572,59.4957624,624.7299805,21.19055176,20.80600643,-0.495389474,3.386726112,10,7
NO,41.89911174,18.25310777,8.694889857,2.006494999,2.311001757,0.552230584,150.1060192,86.42096836,1.342812836,0.004852853,1.256133556,-0.004684685,2.381189346,15.67509196,15.96172005,2.8327752,1.959744946,4,72.49721527,30.11998546,629.4117432,22.15124512,20.14580011,-1.286167872,4.253534155,10,7
NO,40.58618562,11.88276877,7.175145686,1.758471727,2.322642207,0.42657155,193.2873908,40.21158378,1.501796186,0.001070296,1.404934227,-0.001024522,2.098736763,12.24920402,13.30778766,3.604457622,1.564525938,1,50.61157227,19.5115883,627.951416,19.89886475,19.63330507,-0.53535365,3.305672663,8,4
NO,40.23544369,18.68376055,7.549720781,2.676392317,2.236372209,0.706094203,104.3393045,101.9251018,1.560790896,0.002497756,1.475473106,-0.002511347,5.055953026,17.48948456,14.74885938,2.992701593,1.712518537,4,65.25725555,23.10203928,632.7356567,28.45697021,19.91159153,-0.240400928,3.481538191,8,7
NO,43.52449124,16.84726399,8.414179308,1.983685017,2.630194097,0.584574424,207.57207,48.25486281,1.332422495,0.000522367,1.462670863,-0.000551677,2.112514496,15.56943965,15.35846606,3.135543948,1.589372488,4,54.78136063,22.45341026,625.7767944,30.51019287,20.39170599,-0.282947979,3.339594139,8,7
YES,41.02504142,14.73474625,8.307236515,1.75821209,3.32700789,0.487710132,113.2541635,34.57055084,1.660047948,0.002867991,2.730945706,-0.002741882,1.956716537,15.35953262,12.81368458,3.155380059,1.749412249,2,61.84928131,23.56441652,620.0440674,46.76873779,19.61735582,-0.930183179,3.872183547,8,7
NO,34.97496303,14.15209197,8.28648815,1.935682058,3.378425917,0.521484956,275.2061466,38.76536414,1.334233165,0.001868057,1.638779223,-0.002632596,1.460856438,15.96590037,13.28490314,3.183193516,1.811168695,2,71.40901184,41.3394016,621.8571167,48.55853271,19.31638193,-1.308520221,4.060210156,8,4
NO,42.9086415,15.35359193,8.762236303,2.135692596,2.978858539,0.5531976,186.9874611,52.50708007,1.941894293,-0.000610674,2.141089678,7.20548E-05,2.030527115,14.77870035,13.40709895,3.043866601,1.554715787,4,47.26947021,18.13422631,624.1199341,46.83911133,20.74434376,-0.861852099,3.753576362,8,7
NO,66.77743322,13.99665688,9.646847629,1.761343956,2.415811524,0.400162371,192.2673251,126.8062801,11.60171223,0.000266888,9.861209631,-0.000421539,5.405258179,13.51152027,11.15682864,2.364146546,1.706912572,5,86.10768127,53.83946082,627.6238403,20.48339844,19.3966403,-3.483471567,4.358893023,10,7
NO,40.59317179,15.58629188,8.363217808,1.868076086,2.716228588,0.568407475,194.8386178,48.05509107,1.300873697,-0.001401111,1.411190033,0.001182378,0.596441269,16.48688905,11.73564225,3.084935513,1.506213908,4,41.33323669,19.61081166,624.4255371,30.80853271,20.06879759,-0.631573514,3.593275146,8,7
NO,53.62444441,17.97158304,10.82945607,1.692825317,2.898368052,0.484323172,98.23188754,114.6369182,2.642373323,0.003010885,3.68236506,-0.000925329,3.024783134,16.15706972,14.02533424,2.88905626,1.647119639,2,72.60869598,25.56873998,622.645752,29.87243652,19.47784328,-0.932398118,3.913399062,8,4
YES,43.85344996,14.81037491,8.740309414,1.965670347,2.713351247,0.557741422,129.9143047,101.1602149,1.502591729,0.001991476,1.583664834,-0.001886095,5.133480072,15.11573381,15.74013078,3.125835128,1.701726418,4,52.51355362,14.13916406,625.6290894,30.36724854,20.87917233,-0.924435834,3.655980262,8,7
NO,28.9768955,9.10737627,6.218270016,0.495979309,3.533595842,0.110645753,157.4507116,133.7360895,1.246607363,0.01147828,1.15969336,-0.0118212,0.176160812,16.50982948,12.97996027,3.413760355,1.900579609,4,24.15540504,13.39719496,606.9507446,13.31164551,18.20431995,-2.139240001,3.814829275,8,7
NO,35.56766795,11.81621124,6.475491646,1.765531301,2.322051344,0.47457021,110.1282676,45.29371109,1.045193911,-0.001290144,1.322375655,0.001593521,1.884316444,12.36902385,13.25630379,3.410530212,1.491101776,1,46.9164238,18.50119461,628.2247925,19.60351563,19.41796589,-0.758006922,3.387993273,10,4
NO,33.92138776,10.24160771,6.800646711,1.562113762,1.681697118,0.362938198,124.9397719,115.6180964,1.641743064,0.000923686,2.489045501,-0.000841635,4.747052193,13.47586852,15.00488406,3.259516009,1.804062429,4,48.00288773,16.16014188,629.9102173,14.36798096,20.23037243,-1.832611113,3.884710656,8,7
NO,40.44830233,12.18676631,7.507845489,1.340758562,3.384794332,0.280218298,131.7505538,129.3230802,1.572885394,0.002911147,1.665220737,-0.000752428,2.415313721,14.17504079,13.8470909,3.119072923,1.575500204,4,37.73290253,15.42775057,616.364502,34.94396973,18.48673582,-1.656797107,3.885406875,8,7
NO,65.19488969,11.951681,8.687080151,1.223046064,2.294375139,0.210021488,209.7511287,122.3193607,29.15576744,0.012063299,7.477278709,-0.008159873,0.716456413,10.68128595,11.07670283,2.378471713,1.542432193,5,36.42405701,15.372218,624.9695435,14.175354,18.03860855,-3.804951505,4.374727453,8,7
NO,55.41295315,11.79568384,7.617974319,2.059481621,2.024307435,0.491538976,133.6154115,124.2749452,4.829091072,-0.000736641,4.841791749,0.005858657,5.070653915,12.93940714,16.27516401,3.267793498,1.617095384,1,61.00621414,19.91037085,628.9243774,24.2364502,21.25581121,-1.468509073,3.972969095,0,4
NO,57.65723278,16.57038483,9.466655207,1.945261955,2.612790442,0.452734359,99.40218804,78.27850983,14.45653248,-0.002298549,9.569310188,-2.72451E-05,2.845890999,14.45568417,14.35402668,1.816177916,1.616958353,5,60.90856934,28.06421022,627.4156494,24.92700195,18.28281355,-4.052549049,4.644334983,10,8
NO,34.48739624,11.17754623,5.782505658,1.747329712,2.296570594,0.47797877,183.0596938,145.327336,1.344666064,-0.000719104,1.234236896,0.000613162,1.739471436,12.03720076,14.93375538,3.50643763,1.655306955,1,41.82227707,12.8987126,628.0926514,19.47229004,19.17833376,-0.903676173,3.43686156,0,4
NO,40.00581917,12.63185974,7.719611017,1.873567343,2.173145079,0.521072376,219.0928902,126.106726,1.426756382,0.000420981,1.451232255,-0.000353294,2.188484192,12.58533524,16.3630271,3.391865841,1.694930066,1,52.81644821,18.61126433,628.5595703,21.09454346,19.7744813,-1.072758018,3.723325994,8,4
NO,37.25006565,11.92108794,6.826041686,1.657604694,1.981661575,0.464287954,108.8364758,58.39781848,1.599635422,-0.003152324,1.719153762,0.003466779,5.078751564,12.44419774,13.34325171,3.217863934,1.485535896,1,41.62842941,13.01303298,628.406189,17.47241211,19.89186764,-1.450851362,4.057375176,0,4
NO,60.89429537,9.330432063,6.727290402,1.809771538,1.886916755,0.437946567,236.4675593,78.85344667,6.526376009,-0.002135465,4.535603881,-0.000451659,5.339651108,11.89414034,14.58983052,3.409890728,1.598203425,1,50.89709473,14.08620097,628.3664551,20.20068359,21.11984539,-1.981123614,4.093317282,0,4
NO,41.37643681,11.44838411,6.31073731,1.728400707,2.0852996,0.48048766,249.1840846,110.4669957,1.39140749,-0.001317798,1.274208844,0.000518711,2.826292038,12.87884791,12.42917237,3.275375172,1.55528527,1,34.71544647,11.39747629,628.5322266,18.49072266,19.99134493,-1.380810259,3.863598419,0,4
NO,42.24584405,15.52316495,7.82745023,2.534151793,2.307002778,0.556239405,207.9668412,115.2807591,1.600368261,0.002022203,1.540169179,-0.001998354,5.273646355,16.32423677,17.09912711,3.005972098,1.863903344,4,67.3447113,21.83533471,632.7325439,25.47631836,20.72401333,-1.273664936,4.115475589,10,7
NO,32.50874782,10.912019,6.935195831,1.058551311,2.836719554,0.266384282,265.2169871,56.6919184,1.398226202,0.001319297,1.342336535,-0.001535473,1.1023283,10.63735739,13.28472964,3.349277987,1.530599252,2,31.37364388,12.85151333,620.4411011,15.72515869,17.91356564,-1.304515917,3.505021711,12,4
NO,39.80068347,11.31009434,7.778497607,1.337639809,2.733722269,0.347424775,93.04032634,71.42272831,1.197042644,0.002858723,1.140748262,-0.002960461,4.165722847,11.66604153,13.81487888,3.656023317,1.61984305,2,21.43507576,5.661908125,623.1756592,18.45471191,19.26871681,-0.846955721,3.532332023,4,4
NO,33.62071865,15.24713673,7.19080417,1.911935091,2.026633312,0.486603979,140.2590907,51.8512284,1.308781385,0.002245697,1.322353601,-0.001943604,1.8623209,15.65536889,13.13959375,3.045927567,1.813533509,4,75.79925156,95.55463479,630.9324951,18.10028076,20.02711344,-1.116475159,4.071530707,8,7
NO,55.37258007,17.58026697,9.095818145,1.773292065,2.437665555,0.426008495,158.3635761,53.95987934,7.189503908,0.005153378,7.094475269,-0.005279464,3.270082474,12.12747779,12.20450687,1.984963225,1.717567013,5,84.41524315,62.86611647,627.3864746,21.12567139,18.78835773,-3.466476471,4.690199081,10,8
NO,32.9113903,11.1818124,6.218365503,1.361346006,2.246710172,0.366391642,271.0340264,74.10172509,1.214234889,-0.002855799,1.194507062,0.001652076,3.102837563,10.54868555,14.02724745,3.504527532,1.629735044,1,75.66204071,36.70593732,625.6810303,15.77325439,20.18654203,-0.916368195,3.57157839,8,4
NO,38.28095065,17.56071486,8.760437814,1.823807955,1.970049239,0.497481806,240.8456285,132.3167007,1.309436202,0.001883274,1.324183047,-0.001906051,2.028606415,15.71794001,16.0412972,2.955964107,2.053532121,4,70.09035873,61.8269406,630.3661499,17.53308105,19.57187223,-1.240634846,4.159958543,10,8
NO,41.33525498,14.59007768,9.029405448,1.797902822,2.526895896,0.519028322,241.9587644,129.1451803,1.649245143,0.004055589,1.560350895,-0.00119353,5.029080391,14.72691684,16.40905839,3.178595813,1.766626234,2,70.13438416,26.78504131,627.2955322,21.80212402,20.25635719,-1.224912573,3.978052803,8,4
NO,33.23569132,10.65810909,6.518365602,1.378906727,1.868351961,0.288937683,217.4170404,119.8164355,2.55219686,-0.001958655,2.871209264,0.001514546,8.045964241,12.80345999,14.33483967,3.063206302,1.704562448,4,41.50139999,12.06081146,628.9176025,12.88391113,19.92399359,-2.229308887,4.170595655,8,7
NO,35.76461007,12.30026104,7.08760538,1.436458588,2.374990158,0.39060989,144.1526466,121.1315081,1.469493687,-0.001928031,1.313313425,0.003117073,1.657567978,10.25163263,14.23708601,3.301317906,1.563458291,1,76.57704163,36.25288679,625.9780884,16.74395752,18.88248301,-1.00023905,3.342295513,8,4
NO,37.56222108,11.56969741,7.840854982,1.197852373,2.757145424,0.30896322,172.0379383,129.9458237,1.711227477,0.002646518,1.501017809,-0.002061253,2.251572609,11.26124916,13.82563806,3.472533913,1.639192377,2,44.42470169,19.28384763,622.4093628,16.44781494,19.55942202,-1.161170382,3.56154845,0,4
NO,36.43076916,11.72619626,6.439400118,1.289429665,2.688379348,0.27612016,209.6086419,108.7956359,1.222584248,0.003797765,1.180450737,0.001650274,2.545911789,9.489870378,14.59931652,3.36538145,1.409678039,1,102.7285352,54.56598133,623.4875488,17.019104,19.1448288,-0.896969761,3.429817908,8,4
NO,28.95851113,8.45225238,5.664067005,1.462710142,1.687500344,0.325916535,91.49128903,88.20292665,1.829114318,0.001439883,2.552750826,-0.000634189,6.931054115,14.28051074,12.62811974,3.472479392,1.664331685,4,41.28156281,15.60923245,629.4616089,13.49108887,19.23958254,-1.862506538,3.847048609,8,7
